layer,expert,panel_group,selection_supervised_routing_mass,selection_supervised_selected_rate,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,precise_target_grad_l2,precise_control_grad_l2,precise_grad_dot,precise_grad_cosine,precise_grad_specific,precise_grad_ratio
32,90,population_random,0.001205166903409091,0.015151515151515152,0.0072058867663145,0.137592077255249,-0.0959881711751222,0.0079123540177319,0.114927789210474,1.1953142120546545e-06,0.0013144719417959,-0.0782834878901236,0.0688463083821502
26,66,population_random,0.0007982658617424242,0.012121212121212121,0.0713921561837196,0.0562463477253913,0.029207395389676,0.0758859728071918,0.0532231068373338,0.0012082467437721,0.2991533738186203,0.0359686426791914,1.4258087758329634
32,14,population_random,0.0015565814393939394,0.030303030303030304,0.084878571331501,0.0035109219606965,0.0822453798609785,0.0705354289076905,0.0029307758587104,-4.5312049934409526e-07,-0.0021919154266759,0.0683373470136577,24.06715227777945
24,209,population_random,0.0013509114583333333,0.015151515151515152,0.1115872263908386,0.033641118556261,0.0863563874736428,0.0929169197820343,0.0280484928649696,-1.2351039572422453e-05,-0.004739136072849,0.0718805501333071,3.3127241533454224
22,197,population_random,0.0,0.0,0.0301775764673948,0.0259477011859416,0.0107168005779385,0.0271103905698332,0.0217799935765466,1.226281739263868e-06,0.0020768098718155,0.0107753953874232,1.2447382260838604
29,190,population_random,0.01893051609848485,0.09090909090909091,0.2174583226442337,0.097121812403202,0.1446169633418321,0.2490190580394333,0.0855787453552329,0.000172637367541,0.0081009565709262,0.1848349990230086,2.909823660102264
31,76,population_random,0.0,0.0,0.0061682327650487,0.0056774890981614,0.0019101159414276,0.0062006630909386,0.0055224075678966,1.38349073495192e-05,0.4040263263579931,0.0020588574150161,1.1228188092928977
11,50,population_random,0.0,0.0,0.0717886835336685,0.0758603438735008,0.0148934256285429,0.0722670265010302,0.0765155320954727,0.0027936017140746,0.5052132128848216,0.0148803774294256,0.944475252552829
26,176,population_random,0.0,0.0,0.0482320338487625,0.0247635394334793,0.029659379273653,0.0476927164356935,0.02524481051698,0.0008062422566581,0.6696399912065407,0.0287591085479585,1.8892087307102383
30,229,sentinel,0.026278409090909092,0.04242424242424243,5.554198741912842,4.271908283233643,2.35026752948761,5.71304775445805,4.154639945505863,11.254590768367052,0.474163872840307,2.5970677953286536,1.375100569337318
32,121,sentinel,0.25325964725378786,0.9363636363636364,5.306466579437256,0.0160863772034645,5.2944017965346575,5.157688934223536,0.0133965734857418,-0.0001099487017199,-0.0015912603044753,5.14764150410923,385.00060775450754
29,194,sentinel,0.03524206912878788,0.16363636363636364,4.260711669921875,3.4911768436431885,1.6423290371894836,4.326182897136072,3.362403108129669,3.511153101921081,0.2413765705170769,1.8043805660388208,1.2866342190425877
25,168,sentinel,0.037354995265151514,0.17575757575757575,3.803467512130737,3.1635541915893555,1.4308018684387207,3.81923643220066,3.000133908780002,4.32381546497345,0.3773548763293188,1.569136000615659,1.2730219877926954
24,153,sentinel,0.06155155066287879,0.41818181818181815,3.714207887649536,3.22188663482666,1.297792911529541,3.8117000803770726,3.175062710600778,4.391861915588379,0.3628922122624517,1.430403047426489,1.2005117466340156
26,134,sentinel,0.032993016098484845,0.15151515151515152,3.340575933456421,2.785585165023804,1.251387059688568,3.3177516621026486,2.6679413153157987,2.6805750131607056,0.3028362202910267,1.3167956756157997,1.2435624588349274
