layer,expert,target_delta_nll,control_delta_nll,causal_specificity,target_relative_delta,control_relative_delta,causal_relative_specificity,renorm_target_delta_nll,renorm_control_delta_nll,renorm_causal_specificity,renorm_target_relative_delta,renorm_control_relative_delta,renorm_causal_relative_specificity,ci_2.5,ci_97.5,p_positive
31,249,-0.003961607348173857,0.000639864185359329,-0.0044415054871933535,-0.002209835700081591,0.0002863057856549279,-0.002424565039322787,-0.015353052876889706,0.002450007013976574,-0.017190558137372136,-0.008564131013193567,0.0010962501090801518,-0.009386318595003681,-0.04894046654552221,0.03887792663648724,0.4098
32,12,0.018036918714642525,0.004673908464610577,0.014531487366184592,0.010061226010563631,0.002091329794131349,0.00849272866496512,0.05788150802254677,0.006623961962759495,0.05291353655047715,0.03228705208802272,0.0029638768308796787,0.030064144464862958,-0.011618841979652642,0.04187466381303965,0.8532
31,38,-0.04652414470911026,-0.054088182747364044,-0.04652414470911026,-0.025951768274396395,-0.024201635300833458,-0.025951768274396395,-0.06073838099837303,-0.05775470659136772,-0.06073838099837303,-0.03388065269952435,-0.025842213120000648,-0.03388065269952435,-0.08200987607240677,-0.014395085871219637,0.0022
6,242,-0.011067993938922882,0.036692239344120026,-0.0385871734470129,-0.00617386984244989,0.01641785968526669,-0.018487264606399906,0.0118858078494668,0.021938122808933258,-0.004567784257233143,0.006630056994964222,0.009816163539577852,-0.0007320656597191678,-0.08059810118190944,0.0031610867269337125,0.038
33,154,0.04466370493173599,0.006464758887887001,0.03981513576582074,0.024913990959138578,0.0028926417743270873,0.022744509628393264,0.02741355635225773,0.00046598046901635826,0.02706407100049546,0.01529163548258823,0.0002085019092085291,0.015135259050681832,0.012709995482116938,0.06837331201322376,0.9976
21,60,0.021014904603362083,-0.0006721118115819991,0.021014904603362083,0.011722384967739233,-0.0003007349132298729,0.011722384967739233,0.037286341190338135,-0.002643198473379016,0.037286341190338135,0.02079880226540208,-0.0011826931915836314,0.02079880226540208,-0.01808157756924629,0.055474830286577306,0.841
5,45,0.04312014579772949,0.016051949933171272,0.031081183347851038,0.024052973755834234,0.0071824087705882785,0.018666167177893024,0.04917295277118683,-0.0003445780312176794,0.04917295277118683,0.027429307592102613,-0.00015418066240385745,0.027429307592102613,-0.014215268045663833,0.0765767479166388,0.9034
23,176,-0.030861826613545418,-0.0033443807624280453,-0.030861826613545418,-0.01721512513141367,-0.0014964356243481194,-0.01721512513141367,-0.037917278707027435,0.002933238632977009,-0.04011720768176019,-0.02115074735393882,0.0013124710064156197,-0.022135100608750534,-0.05666760322451592,-0.007730579048395161,0.0046
36,229,0.6817286014556885,0.6501367092132568,0.19412606954574585,0.3802770110364208,0.2909022032697162,0.16210035858413363,0.6808834075927734,0.6584017872810364,0.18708206713199615,0.37980555099315816,0.2946003937980173,0.1588552556446452,-0.05476115196943282,0.42856661861389833,0.9448
38,60,0.4950798451900482,0.44383132457733154,0.16220635175704956,0.27616192624343433,0.19859132451681227,0.12721843285582513,0.49771690368652344,0.4494588077068329,0.16062279790639877,0.27763291150182967,0.20110932914266413,0.12680091464483156,-0.01496961539983746,0.3334339421279728,0.962
