layer,expert,panel_group,selection_supervised_routing_mass,selection_supervised_selected_rate,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,precise_target_grad_l2,precise_control_grad_l2,precise_grad_dot,precise_grad_cosine,precise_grad_specific,precise_grad_ratio
26,134,sentinel,0.019866363177281368,0.09695817490494296,3.863426923751831,2.036298513412476,2.3362030386924744,3.76387990189559,2.5894245711803934,4.76326048374176,0.4887258490656934,1.8218114735102948,1.453558425213508
36,252,sentinel,0.030029296875,0.1311787072243346,3.836275815963745,1.6889477968215942,2.569564968347549,3.761063911903142,2.4251016103948606,2.7672343254089355,0.3033928087887259,1.9422377041069965,1.5508892063657511
34,89,sentinel,0.18182349839591255,0.8193916349809885,3.8330392837524414,0.0178237929940223,3.8196714390069246,3.608883052179422,0.0148959104823759,2.087214807033888e-05,0.0003882641431652,3.59771111931764,242.27341163247308
32,227,sentinel,0.08011386421696769,0.3365019011406844,3.7157952785491934,0.050538420677185,3.6778914630413055,3.119255049487172,0.0420953991724156,0.0004429406435519,0.0033733392025551,3.08768350010786,74.09966672692966
31,249,sentinel,0.1934071820045152,0.8460076045627376,3.2906301021575928,0.0303341317921876,3.267879503313452,3.1332796656970245,0.0253303677083267,-0.0003342086165503,-0.0042109199755584,3.11428188991578,123.69657249560338
32,12,sentinel,0.18866732637238592,0.903041825095057,2.6811885833740234,0.0289035756140947,2.6595109016634524,2.450778616556316,0.0254630485276887,-0.0002706043637772,-0.0043363099359382,2.4316813301605493,96.24843678065754
31,38,sentinel,0.02204042151853612,0.09885931558935361,3.8172669410705566,1.6008540391921997,2.616626411676407,3.7393785737632825,2.1464416110887417,2.899175763130188,0.3612068943455125,2.1295473654467263,1.7421291846204991
6,242,sentinel,0.19212103433935362,0.876425855513308,0.5168801546096802,0.0168176237493753,0.5042669367976487,0.452071115296443,0.0173852345066473,0.0001097452040994,0.0139636269672721,0.4390321894164574,26.00316464512381
33,154,sentinel,0.18835031487642587,0.7984790874524715,1.9797985553741453,0.029142701998353,1.9579415288753808,1.9403474096277928,0.0253044428721543,6.171700078994036e-06,0.0001256980492532,1.9213690774736767,76.6801078907105
21,60,sentinel,0.18306972953303233,0.876425855513308,2.0370776653289795,0.156358852982521,1.9198085255920887,1.948614573443524,0.1367682146100477,0.0338657982647419,0.1270720958924919,1.846038412485988,14.247568990976069
