layer,expert,precise_target_grad_l2,precise_control_grad_l2,precise_grad_dot,precise_grad_cosine,precise_grad_specific,precise_grad_ratio
1,126,0.01672855795433492,0.02224184716054812,0.00015984358469722793,0.42960156349839196,4.7172583923831e-05,0.7521208932347753
2,236,0.008167714940072367,0.010358491709004134,2.9439640456985217e-05,0.34796487510623053,0.0003988461583192661,0.7885042696113821
3,52,0.00802294297367826,0.0052633491152143785,6.029687256159377e-06,0.14279036516308893,0.004075431137267476,1.5243037838707336
4,127,0.015579373548572863,0.016807354853563574,1.1503174164317898e-06,0.004393072142944376,0.0029738574084001834,0.9269378604416575
5,228,0.004639905860329133,0.0,0.0,0.0,0.004639905860329133,4639905860.329133
6,51,0.015141421739158736,0.008330046163083414,1.4390951491805026e-05,0.1140973203771556,0.008893887116846176,1.817687614318858
7,9,0.04090128512406494,0.01030988258818612,7.871426169003826e-05,0.18666493913322327,0.03316887318292535,3.967192135336796
8,115,0.022407783062687578,0.024661138921596503,-7.547439849986404e-06,-0.013658016706009177,0.0039119288714902015,0.9086272589850172
9,184,0.0,0.0047585025701934874,0.0,0.0,-0.0035688769276451156,0.0
10,73,0.014749745384975971,0.006775964605869352,-6.598397206403206e-07,-0.006602110717129134,0.009667771930573957,2.1767742662089677
11,80,0.03893539716076107,0.022799152786293245,7.110382853170449e-06,0.008009947462956635,0.021836032571041133,1.7077563155092812
12,67,0.18938828371374394,0.12263895530927343,0.009003546554595232,0.3876431051764202,0.09740906723178887,1.5442750897102506
13,64,0.01997525127217263,0.0064978537787278405,2.8819636810339944e-07,0.002220374945715932,0.015101860938126752,3.0741306205584213
14,245,0.0,0.006175530683050753,0.0,0.0,-0.004631648012288065,0.0
15,174,0.0,0.0,0.0,0.0,0.0,0.0
16,213,0.0,0.015277020053755445,0.0,0.0,-0.011457765040316583,0.0
17,109,0.0,0.0,0.0,0.0,0.0,0.0
18,76,0.2918548579995566,0.3973323557799203,0.01115575572475791,0.09620067896197439,-0.006144408835383641,0.7345358457554827
19,188,0.014802490240540828,0.007956805618436431,-2.0208065620863636e-07,-0.0017157389537868209,0.008834886026713505,1.8603558951323567
20,124,1.3462416591403612,1.0063452870999527,0.31957750022411346,0.23588816539068616,0.5914826938153966,1.3377532308205775
21,105,0.21699147683550002,0.28973307668710496,0.014272994827479124,0.2270253503478329,-0.00030833067982871665,0.7489358112504683
22,138,0.09816636487922556,0.06915797309586216,0.0028033151174895465,0.41292098383822573,0.04629788505732894,1.4194511562930632
23,57,0.5878757588987746,0.015194460452613604,0.00022549879213329405,0.025244884289905546,0.5764799135593144,38.690137151856796
24,83,0.2153446124633493,0.3854725825069363,0.0005101604692754336,0.006145812395990733,-0.07375982441685291,0.5586509189895904
25,180,0.0,0.0,0.0,0.0,0.0,0.0
26,142,0.007891902689200671,0.007920394209718769,4.70554568892112e-05,0.7528032327875432,0.0019516070319115942,0.996402764715986
27,31,0.005496561470050043,0.0049813995509786066,1.3848304661223665e-05,0.5057712548901742,0.001760511806816088,1.1034171045096781
28,251,0.04479009798587295,0.3667474808915207,0.0008695845608599484,0.052937407452829315,-0.23027051268276758,0.12212789540332022
29,10,0.0,0.7407349879043647,0.0,0.0,-0.5555512409282735,0.0
30,189,0.16088814511017532,0.3215005926164561,0.00034298698665224947,0.006630889950353863,-0.08023729935216675,0.5004287668657934
31,54,0.03609177636916427,0.02390517471386904,1.1737370755326992e-06,0.0013604125923888817,0.018162895333762488,1.5097892736468959
32,176,0.17880609980395576,0.12217575478385022,-8.795545068096544e-05,-0.004026200489230388,0.0871742837160681,1.4635154095739435
33,128,0.4042670059227697,0.2113495220062842,0.020208226516842842,0.2365149695156468,0.24575486441805655,1.91278883473811
34,230,0.004034176614569897,0.049212908965883,1.928797587424924e-06,0.00971522156969594,-0.03287550510984236,0.0819739515354524
35,45,0.042796656623997315,0.0013847064131530208,-1.6638669109170223e-07,-0.0028077021802866164,0.041758126814132546,30.90666453666615
36,149,0.009942437445870112,0.004604921584653594,2.8039503376930952e-05,0.6124282434519919,0.006488746257379916,2.1590894135624987
37,107,0.022689461144068036,0.013458973406789433,8.083645116130356e-05,0.26471047187146446,0.012595231088975962,1.6858240563085163
38,0,0.13938652833914314,0.011820469652175668,2.153465402443544e-06,0.0013070203969135677,0.13052117610001138,11.791961946427042
39,13,0.0,0.0,0.0,0.0,0.0,0.0
10,127,0.049809296712581094,0.122158080020214,0.0009757280931808054,0.16036005681729185,-0.041809263302579405,0.4077445937586052
27,70,9.123673070232094e-06,0.16714168014293168,-1.3338245230531953e-09,-0.0008746699770281385,-0.1253471364341285,5.45864625889567e-05
23,213,0.002841349792898279,0.013322637825562063,-5.143856185441109e-08,-0.0013588574317025157,-0.007150628576273269,0.21327231362796084
6,169,0.04660886725262014,0.00580048740921924,-4.1238673986754293e-07,-0.0015253575483926169,0.042258501695705705,8.0353363357888
19,155,0.039583567140358225,0.004405562734481459,1.425078380634659e-05,0.08171888510131584,0.03627939508949713,8.98490601928345
13,173,0.031469683521350815,0.16611507466383638,0.00015042744053062052,0.028775683299871915,-0.09311662247652647,0.1894450794718415
22,241,0.027380961085683737,0.20172561894577262,-1.6586062884016428e-05,-0.003002849476635838,-0.12391325312364575,0.13573368235845384
28,72,0.04595099519152555,0.12997766666558996,1.6563501503696898e-07,2.7732466274180167e-05,-0.051532254807666926,0.35352992840990116
37,46,0.05715847472845371,0.01599585396577627,-4.604576645306224e-06,-0.005036184646308502,0.045161584254121506,3.5733306172445114
