epoch,update_step,raw_step,accumulated_examples,loss,grad_norm
0,1,8,8,0.5016465187072754,0.263671875
0,2,16,8,1.54808509349823,0.26171875
0,3,24,8,1.2220193147659302,0.2333984375
0,4,32,8,0.5479608178138733,0.255859375
0,5,40,8,1.9006375074386597,0.314453125
0,6,48,8,1.310281753540039,0.2255859375
0,7,56,8,0.8293108344078064,0.2734375
0,8,64,8,0.952673077583313,0.2353515625
