epoch,update_step,raw_step,accumulated_examples,loss,grad_norm
0,1,8,8,0.906760036945343,0.2373046875
0,2,16,8,0.7292848825454712,0.296875
0,3,24,8,1.2651984691619873,0.203125
0,4,32,8,0.695218026638031,0.1748046875
0,5,40,8,0.6954152584075928,0.2001953125
0,6,48,8,1.0741918087005615,0.2119140625
0,7,56,8,1.3135231733322144,0.2255859375
0,8,64,8,1.5450531244277954,0.2578125
