epoch,update_step,raw_step,accumulated_examples,loss,grad_norm
0,1,8,8,0.6574124097824097,0.44140625
0,2,16,8,1.2863380908966064,0.5078125
0,3,24,8,0.8171292543411255,0.31640625
0,4,32,8,0.5073375105857849,0.400390625
0,5,40,8,0.7724547386169434,0.404296875
0,6,48,8,0.8966904282569885,0.416015625
0,7,56,8,0.6594453454017639,0.3515625
0,8,64,8,1.1641813516616821,0.462890625
0,9,72,8,1.584753155708313,0.439453125
0,10,80,8,1.0015586614608765,0.421875
0,11,88,8,1.1648088693618774,0.328125
0,12,96,8,0.6167965531349182,0.42578125
0,13,104,8,1.2230050563812256,0.43359375
0,14,112,8,0.879192054271698,0.37109375
0,15,120,8,1.326856255531311,0.37109375
0,16,128,8,1.1515412330627441,0.388671875
0,17,136,8,1.0278677940368652,0.38671875
0,18,144,8,1.0934455394744873,0.431640625
0,19,152,8,0.9065793752670288,0.4140625
0,20,160,8,0.7966474890708923,0.408203125
0,21,168,8,0.811611533164978,0.498046875
0,22,176,8,0.8065305948257446,0.4375
0,23,184,8,0.7939817905426025,0.423828125
0,24,192,8,1.3899476528167725,0.486328125
0,25,200,8,0.780094563961029,0.41796875
0,26,208,8,0.8016162514686584,0.431640625
0,27,216,8,1.1466010808944702,0.455078125
0,28,224,8,0.5154531598091125,0.4453125
0,29,232,8,0.7217720746994019,0.373046875
0,30,240,8,0.7602146863937378,0.392578125
0,31,248,8,0.426411509513855,0.369140625
0,32,256,8,0.8932421803474426,0.47265625
1,33,264,8,1.476307988166809,0.431640625
1,34,272,8,0.7234843969345093,0.37109375
1,35,280,8,1.0190695524215698,0.498046875
1,36,288,8,0.7591492533683777,0.494140625
1,37,296,8,1.0181957483291626,0.609375
1,38,304,8,0.4842541217803955,0.3671875
1,39,312,8,0.8413216471672058,0.48046875
1,40,320,8,1.0224921703338623,0.3828125
1,41,328,8,1.027147650718689,0.4453125
1,42,336,8,0.9514669179916382,0.294921875
1,43,344,8,0.7750183939933777,0.4140625
1,44,352,8,1.5683990716934204,0.546875
1,45,360,8,0.4770274758338928,0.462890625
1,46,368,8,0.9558859467506409,0.484375
1,47,376,8,0.6771984696388245,0.48828125
1,48,384,8,0.8029837012290955,0.41796875
1,49,392,8,0.6731185913085938,0.4375
1,50,400,8,0.9745308756828308,0.42578125
1,51,408,8,0.5355082154273987,0.40234375
1,52,416,8,1.0648490190505981,0.388671875
1,53,424,8,0.726949155330658,0.40625
1,54,432,8,1.1722545623779297,0.49609375
1,55,440,8,1.1286572217941284,0.6171875
1,56,448,8,0.8224076628684998,0.396484375
1,57,456,8,0.993158221244812,0.38671875
1,58,464,8,0.8369824290275574,0.42578125
1,59,472,8,0.8156253099441528,0.4609375
1,60,480,8,1.2080820798873901,0.482421875
1,61,488,8,0.5766128301620483,0.373046875
1,62,496,8,0.6894658803939819,0.390625
1,63,504,8,1.2241765260696411,0.48828125
1,64,512,8,1.3679313659667969,0.4765625
