epoch,update_step,raw_step,accumulated_examples,loss,grad_norm
0,1,8,8,0.6574124097824097,1.4427099227905273
0,2,16,8,1.287891149520874,0.9732750058174133
0,3,24,8,0.826904833316803,0.7418215274810791
0,4,32,8,0.5044160485267639,1.171013355255127
0,5,40,8,0.7233957648277283,0.984720766544342
0,6,48,8,0.9102901220321655,0.8622931241989136
0,7,56,8,0.6405402421951294,0.8765255212783813
0,8,64,8,1.1833199262619019,1.0891426801681519
0,9,72,8,1.5464789867401123,0.9791237711906433
0,10,80,8,0.9912989139556885,1.020350694656372
0,11,88,8,1.1390749216079712,0.9872719645500183
0,12,96,8,0.591071367263794,0.9619269371032715
0,13,104,8,1.1471549272537231,0.8077998757362366
0,14,112,8,0.8450819253921509,0.935531735420227
0,15,120,8,1.2900385856628418,0.701169490814209
0,16,128,8,1.1532858610153198,0.8166772723197937
0,17,136,8,0.9788880944252014,0.7178875803947449
0,18,144,8,1.0093021392822266,0.873659074306488
0,19,152,8,0.8751798272132874,0.8520027995109558
0,20,160,8,0.7318026423454285,0.7172042727470398
0,21,168,8,0.7868555188179016,1.0413674116134644
0,22,176,8,0.775454580783844,0.6813067197799683
0,23,184,8,0.7555537223815918,0.714026927947998
0,24,192,8,1.327463984489441,1.039621114730835
0,25,200,8,0.7006379961967468,0.6563796997070312
0,26,208,8,0.7900084257125854,0.9788707494735718
0,27,216,8,1.1707004308700562,0.7917850613594055
0,28,224,8,0.5064491033554077,0.9307464361190796
0,29,232,8,0.6742219924926758,0.6462838053703308
0,30,240,8,0.7166411280632019,0.6594293713569641
0,31,248,8,0.4164687395095825,0.6312668323516846
0,32,256,8,0.8252964019775391,0.79691082239151
1,33,264,8,1.443379282951355,0.8639405369758606
1,34,272,8,0.6449508666992188,0.7022747993469238
1,35,280,8,0.9311389327049255,0.7801176309585571
1,36,288,8,0.7057584524154663,0.8028910160064697
1,37,296,8,0.9758577346801758,0.9636094570159912
1,38,304,8,0.4266628324985504,0.6295541524887085
1,39,312,8,0.8194326758384705,0.7957174777984619
1,40,320,8,0.9380415081977844,0.6773742437362671
1,41,328,8,0.9726143479347229,0.7439048290252686
1,42,336,8,0.8892030715942383,0.4473738670349121
1,43,344,8,0.7406540513038635,0.5923190116882324
1,44,352,8,1.39995539188385,0.9180490374565125
1,45,360,8,0.4242955148220062,0.7266499400138855
1,46,368,8,0.8043231964111328,0.89527827501297
1,47,376,8,0.6073623895645142,0.7852320671081543
1,48,384,8,0.6405000686645508,0.7817206978797913
1,49,392,8,0.6602576971054077,0.8009324073791504
1,50,400,8,0.7901387214660645,0.6959658265113831
1,51,408,8,0.46744176745414734,0.6826468706130981
1,52,416,8,0.9624459743499756,0.5538259148597717
1,53,424,8,0.7313476800918579,0.5639075040817261
1,54,432,8,1.0764998197555542,0.836868941783905
1,55,440,8,1.0518803596496582,1.4433811902999878
1,56,448,8,0.7655256986618042,0.5369813442230225
1,57,456,8,0.9360910058021545,0.6400579214096069
1,58,464,8,0.8323622345924377,0.5866245627403259
1,59,472,8,0.7731221914291382,0.6662355065345764
1,60,480,8,1.1014995574951172,0.7484695911407471
1,61,488,8,0.45233282446861267,0.5441396236419678
1,62,496,8,0.7443510293960571,0.6274228096008301
1,63,504,8,1.2065492868423462,0.796836793422699
1,64,512,8,1.3185728788375854,0.8950289487838745
