random_family,n,target_mean,target_std,specific_mean,specific_std
random_global,5,0.012473964691162109,0.024918217850872355,-0.005286979675292969,0.017621958002190314
random_same_layer,5,0.004263973236083985,0.0020464851580753543,0.002398967742919922,0.003212845335001831
