layer,expert,target_delta_nll,control_delta_nll,causal_specificity,target_relative_delta,control_relative_delta,causal_relative_specificity,renorm_target_delta_nll,renorm_control_delta_nll,renorm_causal_specificity,renorm_target_relative_delta,renorm_control_relative_delta,renorm_causal_relative_specificity,ci_2.5,ci_97.5,p_positive
35,88,-0.0009780428372323513,-0.0022245210129767656,-0.0009780428372323513,-0.001077814671136138,-0.0008423423020759284,-0.001077814671136138,-0.0013925075763836503,0.0013933628797531128,-0.002437529736198485,-0.001534559671989058,0.0005276140296772467,-0.001930270194246993,-0.006187371861189604,0.0005636295452713954,0.0954
36,172,-9.351253538625315e-05,0.0031417941208928823,-0.002449858126055915,-0.00010305191013887734,0.0011896790711363669,-0.0009953112134911525,0.00021504462347365916,0.0015969639644026756,-0.0009826783498283476,0.0002369816957964118,0.0006047100900643643,-0.00021655087175186143,-0.007076592274010181,0.0010979913175106046,0.1144
37,150,0.0004956024931743741,-0.0001029872873914428,0.0004956024931743741,0.0005461597568738057,-3.899740584143867e-05,0.0005461597568738057,0.0008391851442866027,0.0016014003194868565,-0.0003618650953285396,0.0009247918658359548,0.0006063899706016286,0.00046999938788473336,1.6430616378784188e-06,0.0013761666566133451,0.9816
38,35,-2.5479495889157988e-05,-0.0005953866057097912,-2.5479495889157988e-05,-2.8078703137583813e-05,-0.00022545047727269855,-2.8078703137583813e-05,0.000829382857773453,0.003287159837782383,-0.0016359870205633342,0.0009139896311971843,0.0012447235916840803,-1.9553062565875936e-05,-0.0028368705846369266,0.0016661553904414172,0.3716
39,128,-5.512774077942595e-05,-4.708767065153552e-08,-5.512774077942595e-05,-6.0751416539989006e-05,-1.7830326917402707e-08,-6.0751416539989006e-05,-5.90026393183507e-05,-2.0682811907590803e-07,-5.90026393183507e-05,-6.502160015100082e-05,-7.831801675062635e-08,-6.502160015100082e-05,-0.0001635618060827255,2.1280050277709947e-06,0.0676
21,210,0.0053072478622198105,-0.010732016526162624,0.0053072478622198105,0.005848649355117638,-0.0040638103456113114,0.005848649355117638,0.007723274640738964,-0.008443199098110199,0.007723274640738964,0.008511139185434847,-0.003197121413418553,0.008511139185434847,-0.005587229147553443,0.014947021044790738,0.8188
36,160,0.0,0.0,0.0,0.0,0.0,0.0,0.00039126037154346704,-0.00023436069022864103,0.00039126037154346704,0.00043117351575015046,-8.87435641972778e-05,0.00043117351575015046,0.0,0.0,0.0
5,137,-0.002650346141308546,-0.020828844979405403,-0.002650346141308546,-0.0029207125147758446,-0.007887098897778874,-0.0029207125147758446,0.003693260485306382,-0.04006273299455643,0.003693260485306382,0.004070016346783917,-0.015170247680838782,0.004070016346783917,-0.0287835413813591,0.021098001122474643,0.3766
23,227,0.0025917543098330498,-0.004770578350871801,0.0025917543098330498,0.002856143629683112,-0.0018064382969930216,0.002856143629683112,0.002470113569870591,0.003209101501852274,6.328744348138571e-05,0.0027220941083856646,0.0012151658405996804,0.0018107197279359044,-0.008544225879013538,0.010055610116571183,0.6284
26,2,0.004716739058494568,-0.005877991206943989,0.004716739058494568,0.005197901731535876,-0.0022257738254464307,0.005197901731535876,0.000519314082339406,-0.0031816898845136166,0.000519314082339406,0.0005722902060782025,-0.0012047860938056633,0.0005722902060782025,-0.00410403836145997,0.011397445678710937,0.8618
3,202,0.01568881794810295,-0.06323326379060745,0.01568881794810295,0.017289261281336024,-0.023944054777832326,0.017289261281336024,-0.0026909620501101017,-0.0011611479567363858,-0.0026909620501101017,-0.0029654717223701887,-0.00043968298668451534,-0.0029654717223701887,-0.01085168743133545,0.0464350565820932,0.8638
7,7,0.005205110181123018,-0.010768122971057892,0.005205110181123018,0.005736092433302776,-0.004077482496036251,0.005736092433302776,0.004470047540962696,-0.027302803471684456,0.004470047540962696,0.004926044787526047,-0.010338543081995848,0.004926044787526047,-0.022476844411343334,0.026921231925487506,0.6146
10,147,0.002977785188704729,-0.017484040930867195,0.002977785188704729,0.0032815541832094384,-0.006620547615141929,0.0032815541832094384,0.02663547545671463,-0.02570236846804619,0.02663547545671463,0.029352606171291287,-0.009732518640139234,0.029352606171291287,-0.024579010628163814,0.02528148648142814,0.516
28,198,0.0033415143843740225,-0.00674574077129364,0.0033415143843740225,0.00368238802042896,-0.0025543578942844912,0.00368238802042896,-4.4043063098797575e-05,0.0009314495255239308,-0.0007426302072417457,-4.85359718026147e-05,0.00035270484433295573,-0.00031306460505233153,-0.002008300080895424,0.008793155789375303,0.8852
25,168,0.16296705603599548,0.08755946904420853,0.09729745425283909,0.17959160603282728,0.03315547225357451,0.1547250018426464,0.12365267425775528,0.04770507290959358,0.08787386957556009,0.1362666964745275,0.018064113892812563,0.12271861105491808,0.025500846959650523,0.17106115293875332,0.9958
