layer,expert,panel_group,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,global_grad_ratio_bf16,scan_peak_gpu_gib,selection_supervised_positions,selection_supervised_selected_hits,selection_supervised_selected_rate,selection_supervised_routing_mass,routing_rank,global_target_grad_rank,global_grad_specific_rank,target_delta_nll,control_delta_nll,causal_specificity,target_relative_delta,control_relative_delta,causal_relative_specificity,renorm_target_delta_nll,renorm_control_delta_nll,renorm_causal_specificity,renorm_target_relative_delta,renorm_control_relative_delta,renorm_causal_relative_specificity,ci_2.5,ci_97.5,p_positive,precise_target_grad_l2,precise_control_grad_l2,precise_grad_dot,precise_grad_cosine,precise_grad_specific,precise_grad_ratio,atlas_order_seed,atlas_lr,atlas_updates,trainable_params,mean_train_grad_norm,parameter_delta_l2,relative_parameter_delta,peak_gpu_gib,delta_merge_max_nll_diff,validation_target_nll,validation_control_nll,validation_target_improvement,validation_control_improvement,validation_utility_score,validation_specific_gain,validation_relative_target_improvement,validation_relative_control_improvement,validation_relative_specific_gain,validation_target_token_acc,validation_control_token_acc,validation_target_seq_exact,validation_control_seq_exact,validation_native_target_nll,validation_native_control_nll,validation_native_target_improvement,validation_native_control_improvement,validation_native_utility_score,validation_native_specific_gain,validation_native_relative_target_improvement,validation_native_relative_control_improvement,validation_native_relative_specific_gain,validation_native_target_token_acc,validation_native_control_token_acc,validation_native_target_seq_exact,validation_native_control_seq_exact
1,174,population_random,0.018843051046133,0.0079527711495757,0.0128784726839512,2.369369203434072,64.8782606124878,681,16,0.0234948604992657,0.002538202092511,3211,4634,1952,0.0246968250721693,0.0006842684815637,0.0241836237109964,0.0272161907228846,0.0002591066951654,0.0270218607015105,0.0046340506523847,-0.0548483803868293,0.0046340506523847,0.0051067781387388,-0.0207690153208998,0.0051067781387388,-0.0177957356236875,0.0608162366971372,0.8364,0.0226307721464101,0.0068419987871192,-9.43608540637797e-07,-0.0060940989016907,0.0174992730560707,3.307625863031028,101.0,1e-05,7.0,3145728.0,0.0173940387155328,0.0757797338147241,0.0017380660236708,64.4002594947815,0.2663424015045166,0.817709743976593,2.389978647232056,0.0044738054275512,0.0073211193084716,0.0044738054275512,-0.0028473138809204,0.0054413706413775,0.0030539023157027,0.0023874683256748,0.9122403860092164,0.7537147998809814,0.0,0.0,0.8161799907684326,2.3701388835906982,0.0060035586357116,0.0271608829498291,0.0060035586357116,-0.0211573243141174,0.0073019688122714,0.0113297816689083,-0.0040278128566369,0.9104222059249878,0.7537147998809814,0.0,0.0
2,55,population_random,0.0146003095433115,0.0087735308334231,0.0080201614182442,1.664131558759327,64.8782606124878,681,32,0.0469897209985315,0.0078254061123348,1389,5078,2330,0.0009378373506478,-0.0291873626410961,0.0009378373506478,0.0010335077536359,-0.0110521546414732,0.0010335077536359,0.0157408826053142,-0.0260739419609308,0.0157408826053142,0.0173466371438788,-0.0098732195234129,0.0173466371438788,-0.0324498995095491,0.0300897446721792,0.4918,0.0285268336142996,0.0076008720703992,-1.3935445167589933e-05,-0.0642693421725669,0.0228261795615002,3.753100084612805,101.0,1e-05,7.0,3145728.0,0.01503485640777,0.059905877601459,0.00136849172323,64.4002594947815,0.2625761032104492,0.8160226941108704,2.357010841369629,0.0061608552932739,0.0402889251708984,0.0061608552932739,-0.0341280698776245,0.0074932845563972,0.0168059604948938,-0.0093126759384966,0.9102404117584229,0.7537147998809814,0.0,0.0,0.7914316058158875,2.348973274230957,0.0307519435882568,0.0483264923095703,0.0307519435882568,-0.0175745487213134,0.0374027716931863,0.0201587189821107,0.0172440527110755,0.9086039662361144,0.7513619065284729,0.0,0.0
3,90,population_random,0.0830020606517791,0.0870779529213905,0.0176935959607362,0.9531926034797344,64.8782606124878,681,80,0.1174743024963289,0.0130437775330396,732,1780,1718,0.0147605538368225,-0.0328238569200038,0.0147605538368225,0.0162663033496994,-0.0124291580253531,0.0162663033496994,0.0189366452395916,-0.0001813733542803,0.0189366452395916,0.0208684050272159,-6.867925629316293e-05,0.0208684050272159,-0.016033581122756,0.050283624395728,0.7958,0.1095660342266922,0.1157407726319807,-5.879007585463114e-05,-0.0046359815704695,0.0227604547527066,0.946650274870128,101.0,1e-05,7.0,3145728.0,0.0882893710264137,0.0636221518201074,0.0014577901307152,64.4002594947815,1.0998661518096924,0.8092601299285889,2.4178781509399414,0.0129234194755554,-0.020578384399414,-0.0025103688240051,0.0335018038749694,0.0157184116429005,-0.0085839846508265,0.0243023962937271,0.9104222059249878,0.7537147998809814,0.0,0.0,0.8282976746559143,2.370835781097412,-0.00611412525177,0.0264639854431152,-0.00611412525177,-0.0325781106948852,-0.0074364480488585,0.0110390806408431,-0.0184755286897016,0.910422146320343,0.7537147998809814,0.0,0.0
4,60,population_random,0.005626137368381,0.0052130632102489,0.0017163399606943,1.0792382789912711,64.8782606124878,681,6,0.0088105726872246,0.0008546714390602,4953,6612,3127,0.0039683450013399,-0.0335477031767368,0.0039683450013399,0.004373162707962,-0.012703251332941,0.004373162707962,0.0040181917138397,-0.015263152308762,0.0040181917138397,0.0044280943694343,-0.0057795807626441,0.0044280943694343,-0.0247611214369535,0.0356524967476725,0.5774,0.0046528752001719,0.0044701135446549,8.054092859310914e-08,0.0038723684561634,0.0013002900416807,1.0408852376232418,101.0,1e-05,7.0,3145728.0,0.0188212331766927,0.0477712027014557,0.001057521244953,64.4002594947815,0.8302061557769775,0.8161786794662476,2.426439046859741,0.0060048699378967,-0.0291392803192138,-0.0158495903015136,0.0351441502571105,0.0073035637142686,-0.0121550424047568,0.0194586061190255,0.9122403860092164,0.7537147998809814,0.0,0.0,0.8176124095916748,2.3727970123291016,0.0045711398124694,0.0245027542114257,0.0045711398124694,-0.0199316143989563,0.0055597558669013,0.0102209805187546,-0.0046612246518532,0.910422146320343,0.7537147998809814,0.0,0.0
5,146,population_random,0.0,0.0005474828649312,-0.0004106121486984,0.0,64.8782606124878,681,0,0.0,0.0,7048,8557,4540,0.0148191330954432,-0.0318129658699035,0.0148191330954432,0.0163308583793588,-0.012046371668505,0.0163308583793588,-0.0139619633555412,-0.025964219123125,-0.0139619633555412,-0.0153862472783413,-0.0098316716183815,-0.0153862472783413,-0.0088928245306015,0.0416288999468088,0.8758,0.0,0.0004579207435234,0.0,0.0,-0.0003434405576425,0.0,101.0,1e-05,7.0,3145728.0,0.0,0.0,0.0,64.37682151794434,0.0,0.8221835494041443,2.397299766540528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9086039662361144,0.7537147998809814,0.0,0.0,0.8221835494041443,2.397299766540528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9086039662361144,0.7537147998809814,0.0,0.0
6,162,population_random,0.0898151993751525,0.1398245394229889,-0.015053205192089,0.6423421793137943,64.8782606124878,681,5,0.0073421439060205,0.0008381802955212,4978,1661,6795,-0.0109824873507022,-0.0623284578323364,-0.0109824873507022,-0.0121028297959324,-0.023601438848661,-0.0121028297959324,0.0138887306675314,-0.0517935901880264,0.0138887306675314,0.0153055439977294,-0.0196122813573148,0.0153055439977294,-0.0368619827330112,0.0143120141476392,0.1886,0.0932058396627556,0.1482198336487449,0.0019942710641771,0.1443559679585642,-0.017959035573803,0.628835138777772,101.0,1e-05,7.0,3145728.0,0.0863734973328454,0.0774831497593021,0.0017252026311144,64.4002594947815,0.3894709348678589,0.8063873052597046,2.368623971939087,0.0157962441444396,0.0286757946014404,0.0157962441444396,-0.0128795504570007,0.0192125519367148,0.0119617058332348,0.0072508461034799,0.9104222059249878,0.7537147998809814,0.0,0.0,0.7823148965835571,2.3769571781158447,0.0398686528205871,0.0203425884246826,0.0398686528205871,0.0195260643959045,0.0484911828380425,0.0084856256645944,0.040005557173448,0.9084222316741944,0.7537147998809814,0.0,0.0
7,44,population_random,0.0327908806502819,0.0315478220582008,0.0091300141066312,1.0394023583862118,64.8782606124878,681,0,0.0,0.0,7140,3553,2236,0.0091801341623067,-0.0358925461769104,0.0091801341623067,0.0101166154553429,-0.0135911550386155,0.0101166154553429,0.0078334501013159,-0.0019968198612332,0.0078334501013159,0.0086325538344548,-0.0007561204542147,0.0086325538344548,-0.0170927003473043,0.0330293298661708,0.7396,0.0373185951337067,0.0371428263625309,0.0007563531980849,0.5456628829474184,0.0094614753618084,1.0047322400416014,101.0,1e-05,7.0,3145728.0,0.0354627384138958,0.0967691542184958,0.00214331361351,64.4002594947815,0.8977189064025879,0.8003499507904053,2.376056909561157,0.021833598613739,0.0212428569793701,0.021833598613739,0.0005907416343688,0.0265556257231883,0.0088611600751227,0.0176944656480655,0.9084222316741944,0.7537147998809814,0.0,0.0,0.8034414649009705,2.395402431488037,0.0187420845031738,0.0018973350524902,0.0187420845031738,0.0168447494506835,0.0227954992735583,0.0007914467264259,0.0220040525471324,0.9122403860092164,0.7537147998809814,0.0,0.0
8,156,population_random,0.0637468099594116,0.0536814704537391,0.0234857071191072,1.18750118838788,64.8782606124878,681,0,0.0,0.0,7217,2254,1516,-0.0102775655686855,-0.0016282642027363,-0.0102775655686855,-0.0113259977291375,-0.0006165623111311,-0.0113259977291375,-0.0150330616161227,-0.0428508557379245,-0.0150330616161227,-0.0165666101167932,-0.0162260047253524,-0.0165666101167932,-0.0414929149076342,0.0062654733955859,0.094,0.0685047273277231,0.0596339987533507,0.002355329808779,0.5765503691773303,0.0237792282627101,1.1487528718292643,101.0,1e-05,7.0,3145728.0,0.0541081545608384,0.0893743982223945,0.002030625935764,64.4002594947815,0.224097728729248,0.7880358695983887,2.387765645980835,0.0341476798057556,0.0095341205596923,0.0341476798057556,0.0246135592460632,0.0415329154061805,0.0039770247729389,0.0375558906332416,0.910422146320343,0.7537147998809814,0.0,0.0,0.7970592379570007,2.379483699798584,0.0251243114471435,0.0178160667419433,0.0251243114471435,0.0073082447052001,0.0305580322853111,0.007431722553268,0.0231263097320431,0.9102404117584229,0.7537147998809814,0.0,0.0
9,235,population_random,0.1439613103866577,0.1663235127925872,0.0192186757922172,0.8655499632533509,64.8782606124878,681,26,0.0381791483113069,0.0042963013950073,2329,1021,1653,0.0040789153426885,0.0123774698004126,-0.0052041870076209,0.0044950125202211,0.0046868815105518,0.0009798513873072,0.0060998820699751,-0.0281628593802452,0.0060998820699751,0.0067221415432313,-0.0106642138532337,0.0067221415432313,-0.0462035049200058,0.0315487302057444,0.3512,0.1571399853145145,0.1857944543347335,0.0147464913316071,0.5050905519036842,0.0177941445634644,0.8457732814272277,101.0,1e-05,7.0,3145728.0,0.1439946847302573,0.0906910989754257,0.0020192050951904,64.4002594947815,0.2743920683860779,0.8130763173103333,2.4135422706604004,0.009107232093811,-0.016242504119873,-0.0030746459960937,0.025349736213684,0.0110768843531487,-0.0067753329585945,0.0178522173117432,0.9086039662361144,0.7537147998809814,0.0,0.0,0.8016149997711182,2.381225824356079,0.0205685496330261,0.0160739421844482,0.0205685496330261,0.0044946074485778,0.0250169802691049,0.0067050197095893,0.0183119605595155,0.9084222316741944,0.7537147998809814,0.0,0.0
10,248,population_random,0.0170928761363029,0.016049263998866,0.0050559281371533,1.0650255448751778,64.8782606124878,681,0,0.0,0.0,7378,4798,2643,-0.0079074213281273,-0.0255079362541437,-0.0079074213281273,-0.0087140709934832,-0.0096588944856803,-0.0087140709934832,-0.0025628460571169,-0.019888075068593,-0.0025628460571169,-0.0028242863963307,-0.0075308647746689,-0.0028242863963307,-0.0282213550508022,0.0122101506888866,0.1872,0.0186989428863881,0.0175692656828214,0.0001830350884119,0.5571391636854227,0.005521993624272,1.0642984870794552,101.0,1e-05,7.0,3145728.0,0.0161388307543737,0.0970263335461299,0.0020823754603516,64.4002594947815,0.3021283149719238,0.8123741745948792,2.389127254486084,0.0098093748092651,0.0081725120544433,0.0098093748092651,0.0016368627548217,0.0119308818771358,0.0034090488676086,0.0085218330095272,0.9104222059249878,0.7537147998809814,0.0,0.0,0.8082098960876465,2.3841652870178223,0.0139736533164978,0.013134479522705,0.0139736533164978,0.0008391737937927,0.0169957831516147,0.0054788640561455,0.0115169190954692,0.906603991985321,0.7537147998809814,0.0,0.0
