layer,expert,panel_group,v6_anchor,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,global_grad_ratio_bf16,scan_peak_gpu_gib,selection_supervised_positions,selection_supervised_selected_hits,selection_supervised_selected_rate,selection_supervised_routing_mass,routing_rank,global_target_grad_rank,global_grad_specific_rank,global_grad_ratio_rank,target_delta_nll,control_delta_nll,causal_specificity,renorm_target_delta_nll,renorm_control_delta_nll,renorm_causal_specificity,ci_2.5,ci_97.5,p_positive,precise_target_grad_l2,precise_control_grad_l2,precise_grad_dot,precise_grad_cosine,precise_grad_specific,precise_grad_ratio,atlas_order_seed,atlas_lr,atlas_updates,trainable_params,mean_train_grad_norm,parameter_delta_l2,relative_parameter_delta,peak_gpu_gib,validation_target_nll,validation_control_nll,validation_target_improvement,validation_control_improvement,validation_utility_score,validation_specific_gain,validation_target_token_acc,validation_control_token_acc,validation_target_seq_exact,validation_control_seq_exact
31,223,population_random,False,0.0,0.0,0.0,0.0,64.86089658737183,161,0,0.0,0.0,9053,7263,3722,7263,-0.0027990578673779,-0.001850766595453,-0.0027990578673779,-0.0033879613038152,-0.0013775009429082,-0.0033879613038152,-0.0164781361818313,0.0078346906900405,0.2644,0.0,0.0,0.0,0.0,0.0,0.0,101,1e-05,7,3145728,0.0,0.0,0.0,62.95420408248901,4.762597560882568,4.029934406280518,0.0,0.0,0.0,0.0,0.6309524178504944,0.6320000290870667,0.0,0.0
32,190,population_random,False,0.0144470632076263,0.0040983157232403,0.011373326415196,3.525122069579964,64.86089658737183,161,1,0.006211180124223602,0.00040336277173913044,4411,6101,2703,1598,-0.0009049510699696,0.0006969435489736,-0.0014276587316999,-0.002533569233492,0.0017802043585106,-0.003868722502375,-0.0171058329287916,0.0105084606409072,0.3348,0.009616657740849,0.0027369923287428,-5.1237233122947146e-08,-0.0019466502478408,0.0075639134942918,3.513585930199701,101,1e-05,7,3145728,0.076254570324506,0.0540912644194281,0.001232372545156,62.97764205932617,4.763685703277588,4.027487277984619,-0.0010881423950195,0.0024471282958984,-0.0010881423950195,-0.0035352706909179,0.6309524178504944,0.6320000290870667,0.0,0.0
33,94,population_random,False,0.041877593845129,0.0563013292849063,-0.0003484031185507,0.7438118136157756,64.86089658737183,161,22,0.13664596273291926,0.01168842197204969,908,4667,5930,3773,-0.0055241202935576,-0.0036316323094069,-0.0055241202935576,-0.0117176510393619,-0.0114524913951754,-0.0117176510393619,-0.0211800108691677,0.0076157113313674,0.1862,0.0370206650965547,0.0456835836424374,0.0009391396306455,0.5552975867704745,0.0027579773647266,0.8103713006734065,101,1e-05,7,3145728,0.1219405936343329,0.0615576769904984,0.001413320853681,62.97764205932617,4.744250297546387,4.036466598510742,0.0183472633361816,-0.0065321922302246,0.0134481191635131,0.0248794555664062,0.6309524178504944,0.6320000290870667,0.0,0.0
34,185,population_random,False,2.927645683288574,0.006594827864319,2.922699562390335,443.930568481475,64.86089658737183,161,75,0.4658385093167702,0.07526506696428571,44,122,14,1221,-0.01030392665416,0.0059680766426026,-0.014779984136112,0.0061815716326236,0.0039553521201014,0.0032150575425475,-0.0695478558978065,0.0350528469532727,0.2896,2.9049801667237296,0.0044121187489616,1.857628149082302e-05,0.0014493337952389,2.9016710776620083,658.4093337807399,101,1e-05,7,3145728,2.316419397081648,0.0664470666376868,0.0015195054625992,62.97764205932617,4.739218235015869,4.027971267700195,0.0233793258666992,0.0019631385803222,0.0233793258666992,0.0214161872863769,0.6309524178504944,0.6320000290870667,0.0,0.0
35,137,population_random,False,0.0,0.0,0.0,0.0,64.86089658737183,161,3,0.018633540372670808,0.001769640430900621,2480,7263,3722,7263,-0.0037146068643778,-0.0037357618566602,-0.0037146068643778,-0.0037397504784166,-0.0037357618566602,-0.0037397504784166,-0.0144324219450354,0.0057521972656249,0.1938,0.0,0.0,0.0,0.0,0.0,0.0,101,1e-05,7,3145728,0.0906030272266694,0.0377883687780796,0.0008290115006572,62.97764158248901,4.764460563659668,4.032895565032959,-0.0018630027770996,-0.0029611587524414,-0.0040838718414306,0.0010981559753417,0.6309524178504944,0.6320000290870667,0.0,0.0
36,47,population_random,False,0.0581711195409297,0.1169846504926681,-0.0295673683285713,0.4972542918703538,64.86089658737183,161,28,0.17391304347826086,0.0162694705939441,724,4114,7879,5923,-0.004985055886209,0.000218063883949,-0.0051486037991708,-0.0021927475463598,0.000336385826813,-0.0024450369164696,-0.01949171404168,0.0050374708157032,0.1366,0.0396279146548411,0.1075403957668812,0.0001018027141981,0.0238883694786056,-0.0410273821703197,0.3684932938165428,101,1e-05,7,3145728,0.0391932651400566,0.0599399049042004,0.0013730697061826,62.97764205932617,4.764750957489014,4.033054351806641,-0.0021533966064453,-0.003119945526123,-0.0044933557510375,0.0009665489196777,0.6309524178504944,0.6320000290870667,0.0,0.0
37,54,population_random,False,0.2047719359397888,0.4045744836330414,-0.0986589267849922,0.5061414998307596,64.86089658737183,161,33,0.20496894409937888,0.024741605201863356,490,1894,9010,5882,-0.0039003086276352,-0.0026808970142155,-0.0039003086276352,-0.0036402726545929,-0.0107803978025913,-0.0036402726545929,-0.0147892346382141,0.0034743600822985,0.1498,0.2071954844987468,0.3104830172399021,0.0198899712413549,0.309183293152459,-0.0256667784311797,0.6673327460547865,101,1e-05,7,3145728,0.2265333517321518,0.0648436339144644,0.0014196849076475,62.97764205932617,4.7606611251831055,4.026380062103272,0.0019364356994628,0.003554344177246,0.0019364356994628,-0.0016179084777832,0.6309524178504944,0.6320000290870667,0.0,0.0
38,150,population_random,False,0.0,0.0400652773678302,-0.0300489580258727,0.0,64.86089658737183,161,1,0.006211180124223602,0.0003972971661490683,4438,7263,7894,7263,4.053115887359127e-08,5.722045770539808e-08,-2.3841844054572903e-09,-3.409385556096822e-07,-1.1377334885764869e-05,-3.409385556096822e-07,-2.169609069824219e-07,1.2159347534179688e-07,0.3514,0.0,0.0312024510073649,0.0,0.0,-0.0234018382555236,0.0,101,1e-05,7,3145728,0.0,0.0,0.0,62.95420408248901,4.762597560882568,4.029934406280518,0.0,0.0,0.0,0.0,0.6309524178504944,0.6320000290870667,0.0,0.0
39,218,population_random,False,0.0,0.0,0.0,0.0,64.86089658737183,161,0,0.0,0.0,9966,7263,3722,7263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,1e-05,7,3145728,0.0,2.8377774370471405e-05,5.840346628894113e-07,62.97764158248901,4.762597560882568,4.029934406280518,0.0,0.0,0.0,0.0,0.6309524178504944,0.6320000290870667,0.0,0.0
2,155,population_random,False,0.0,0.0,0.0,0.0,64.86089658737183,161,0,0.0,0.0,4910,7263,3722,7263,0.0,0.0,0.0,-0.025547320023179,-0.0151743106544017,-0.025547320023179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,1e-05,7,3145728,0.0025821176490613,0.0171666931486333,0.0004386705913578,62.97764158248901,4.775595664978027,3.9937736988067623,-0.0129981040954589,0.0361607074737548,-0.0129981040954589,-0.0491588115692138,0.640952467918396,0.6419999599456787,0.0,0.0
34,179,population_random,False,0.0868502184748649,0.1400512605905532,-0.01818822696805,0.6201316439996616,64.86089658737183,161,3,0.018633540372670808,0.0014345157220496895,2715,3375,7409,5193,-0.0077506517991423,-0.001861362485215,-0.0077506517991423,-0.0035229015629738,0.0009167873649857,-0.0042104920867132,-0.0211267412900924,0.0018142895847558,0.0558,0.0584917810407344,0.0936733568343161,2.523392367947963e-05,0.0046054689212509,-0.0117632365850027,0.6244228136669292,101,1e-05,7,3145728,0.04483952193654,0.0551292826934905,0.0012310867422875,62.97764205932617,4.77429723739624,4.040379524230957,-0.0116996765136718,-0.0104451179504394,-0.0195335149765014,-0.0012545585632324,0.6309524178504944,0.6320000290870667,0.0,0.0
4,22,population_random,False,0.2112448662519455,0.3182801604270935,-0.0274652540683746,0.6637073010388607,64.86089658737183,161,3,0.018633540372670808,0.001904600155279503,2399,1838,7813,4756,0.0179532691836357,-0.0241346545517444,0.0179532691836357,0.0172516945749521,-0.0318256840109825,0.0172516945749521,-0.063984061085619,0.0871655316352844,0.6324,0.1629383224297177,0.2290848708840683,0.0044737639836966,0.1198542447538976,-0.0088753307333335,0.7112574558075626,101,1e-05,7,3145728,0.2528718060680798,0.0605423381474644,0.0013634378782182,62.97764205932617,4.700008392333984,4.029947280883789,0.0625891685485839,-1.2874603271484377e-05,0.0625795125961303,0.0626020431518554,0.6309524178504944,0.6419999599456787,0.0,0.0
28,234,population_random,False,0.1164231896400451,0.0890404134988784,0.0496428795158863,1.3075319965826984,64.86089658737183,161,6,0.037267080745341616,0.003693953804347826,1726,2841,1576,2299,-0.0028311563655734,-0.0053226603195071,-0.0028311563655734,0.0023127817548811,-0.0054219043813645,0.0023127817548811,-0.0269647224601358,0.0176643958687781,0.3634,0.0885213828402633,0.067747471765843,0.0024916606489568,0.4154775969859894,0.037710779015881,1.3066374365218365,101,1e-05,7,3145728,0.1917624729020255,0.0609454812270147,0.0013930261559837,62.97764205932617,4.767950534820557,4.030800342559815,-0.0053529739379882,-0.0008659362792968,-0.0060024261474609,-0.0044870376586914,0.6309524178504944,0.6320000290870667,0.0,0.0
23,119,population_random,False,0.4413332343101501,0.2368925064802169,0.2636638544499874,1.8630105310872005,64.86089658737183,161,4,0.024844720496894408,0.001567959045031056,2604,925,399,1962,-0.0279818885028362,-0.0416242331266403,-0.0279818885028362,-0.0363598577678203,-0.049791470170021,-0.0363598577678203,-0.0619907914996147,0.0076562854647635,0.0626,0.297754984972868,0.2261795762419439,0.0129266495350748,0.1919435608067906,0.12812030279141,1.3164538987951924,101,1e-05,7,3145728,0.3919998641524996,0.0709804073212447,0.0016925832925252,62.97764205932617,4.737918853759766,4.05171012878418,0.0246787071228027,-0.0217757225036621,0.0083469152450561,0.0464544296264648,0.6352380514144897,0.6320000290870667,0.0,0.0
38,210,population_random,False,5.452661037445068,0.0,5.452661037445068,5452661037445.068,64.86089658737183,161,64,0.39751552795031053,0.06917368255046584,60,37,6,5,0.0163056310266256,-3.384113369975239e-05,0.0163056310266256,0.0221781078726053,0.0005885505815967,0.0217366949364077,-0.0073162987232208,0.0495889500379562,0.8686,4.1543998041929,0.0,0.0,0.0,4.1543998041929,4154399804192.8994,101,1e-05,7,3145728,1.2553983100556902,0.0631202204899604,0.001436952958467,62.97764205932617,4.751082897186279,4.029933929443359,0.011514663696289,4.76837158203125e-07,0.011514663696289,0.0115141868591308,0.6309524178504944,0.6320000290870667,0.0,0.0
34,174,population_random,False,1.271496057510376,0.0874667987227439,1.205895958468318,14.536899441424415,64.86089658737183,161,58,0.36024844720496896,0.07977636112189442,38,309,46,1313,0.0217310208827257,0.0039252410642802,0.0187870900845155,0.0251303035765886,-0.0004522125527728,0.0251303035765886,-0.0448095820276066,0.1071521619642152,0.6532,0.8654054425252016,0.0689226209078656,0.0083657891955226,0.140257311774154,0.8137134768443023,12.556188826154788,101,1e-05,7,3145728,2.699239032609122,0.0656109680986574,0.0014971732925031,62.97764205932617,4.750695705413818,4.036206245422363,0.01190185546875,-0.0062718391418457,0.0071979761123657,0.0181736946105957,0.6309524178504944,0.6320000290870667,0.0,0.0
4,248,population_random,False,0.1101038753986358,0.2473073303699493,-0.0753766223788261,0.4452107231657276,64.86089658737183,161,1,0.006211180124223602,0.0005004124611801242,4093,2962,8787,6122,-0.0272404700517654,0.0307354256510734,-0.0502920392900705,-0.0176584552973508,-0.0083393165841698,-0.0176584552973508,-0.1317799004912376,0.0195498300464823,0.0824,0.0870021443392199,0.1728491163350095,0.002351329952944,0.1563566856059949,-0.0426346929120371,0.5033415627655997,101,1e-05,7,3145728,0.0585065776748316,0.0744539013111134,0.001646659439092,62.97764205932617,4.683547019958496,4.085498332977295,0.0790505409240722,-0.0555639266967773,0.0373775959014892,0.1346144676208496,0.6309524178504944,0.6419999599456787,0.0,0.0
36,111,population_random,False,0.0028144214302301,0.0,0.0028144214302301,2814421430.2301407,64.86089658737183,161,1,0.006211180124223602,0.0004397564052795031,4308,7000,3272,1117,-0.0005161333247087,0.0029137155506759,-0.0027014199877157,0.0013792228419333,3.842726437142119e-05,0.0013504023936548,-0.0082235594596713,0.0016841914057731,0.1264,0.0018738421124679,0.0,0.0,0.0,0.0018738421124679,1873842112.467991,101,1e-05,7,3145728,0.0808945072016545,0.0424891790415894,0.0009739720171816,62.97764158248901,4.762409210205078,4.029967308044434,0.0001883506774902,-3.2901763916015625e-05,0.0001636743545532,0.0002212524414062,0.6309524178504944,0.6320000290870667,0.0,0.0
36,229,sentinel,True,1.182648777961731,1.400318264961243,0.1324100792407989,0.8445571321556811,64.86089658737183,161,32,0.19875776397515527,0.052673718944099376,111,326,809,3119,1.280375361442566,0.4886748492717743,0.9138692244887352,1.3010811805725098,0.5282308459281921,0.9049080461263656,0.4243734676763415,1.4297102793753145,1.0,1.0626641315021532,1.2311479661751292,1.0475318133831024,0.8006836262329596,0.1393031568708063,0.8631489964628081,101,1e-05,7,3145728,0.9698420890739986,0.0736021826857342,0.0016457341434089,62.97764205932617,4.760784149169922,4.019669055938721,0.0018134117126464,0.0102653503417968,0.0018134117126464,-0.0084519386291503,0.6309524178504944,0.6320000290870667,0.0,0.0
29,194,sentinel,True,10.215373992919922,15.275259971618652,-1.2410709857940674,0.6687528730705311,64.86089658737183,161,56,0.34782608695652173,0.07231111704192547,50,3,9939,4696,-0.0776778757572174,0.0181921310722827,-0.0913219740614295,-0.1886864453554153,0.0079148057848215,-0.1946225496940314,-0.1867553805513307,-0.0129049299657345,0.009,9.447502242100922,12.57431704295226,81.03778457641602,0.6821598426473212,0.0167644598867262,0.7513332302524829,101,1e-05,7,3145728,8.17971760886056,0.0836753955647148,0.0018838478018789,62.97764205932617,4.485736846923828,3.833983659744263,0.2768607139587402,0.1959507465362548,0.2768607139587402,0.0809099674224853,0.640952467918396,0.6320000290870667,0.0,0.0
25,168,sentinel,True,10.285967826843262,13.34119701385498,0.2800700664520263,0.7709928738898316,64.86089658737183,161,50,0.3105590062111801,0.06997282608695653,58,2,369,3563,0.1544191539287567,0.1374111622571945,0.0513607822358608,0.0550671182572841,0.0445543751120567,0.0216513369232416,-0.0522983878906816,0.1524177635852246,0.8314,9.656088028324008,11.12961131333165,89.21567153930664,0.8301564280822223,1.3088795433252702,0.8676033471857688,101,1e-05,7,3145728,9.905741555350168,0.0890676378244693,0.0021677295010332,62.97764205932617,4.364160060882568,3.755425930023194,0.3984375,0.2745084762573242,0.3984375,0.1239290237426757,0.640952467918396,0.6320000290870667,0.0,0.0
30,229,sentinel,False,12.321661949157717,15.951765060424805,0.3578381538391113,0.772432511542319,64.86089658737183,161,23,0.14285714285714285,0.06530837538819875,74,1,263,3556,0.0989932790398597,0.0350968241691589,0.0726706609129905,0.1088064759969711,0.0452632531523704,0.0748590361326932,-0.0038880511382594,0.1411726677399128,0.9688,11.57535962170257,13.604000024325003,123.63225796818732,0.7851103172990659,1.3723596034588166,0.8508791238609292,101,1e-05,7,3145728,10.864778246198382,0.0784619790101333,0.0017550005937632,62.97764205932617,4.706913948059082,3.975893497467041,0.0556836128234863,0.0540409088134765,0.0556836128234863,0.0016427040100097,0.6309524178504944,0.6320000290870667,0.0,0.0
30,66,sentinel,False,9.091022491455078,12.218827247619627,-0.0730979442596435,0.7440175973701054,64.86089658737183,161,50,0.3105590062111801,0.06472001164596274,75,4,8765,3769,-0.1892350167036056,-0.1528500020503997,-0.1892350167036056,-0.0449613779783248,-0.00613220827654,-0.0449613779783248,-0.2700381482839584,-0.1062416889667511,0.0,8.356450961655943,9.903792500653276,55.670541763305664,0.6726699796099047,0.9286065861659852,0.843762726360017,101,1e-05,7,3145728,6.733938149043492,0.078870448934959,0.0018425552030576,62.97764205932617,4.581637382507324,3.8827545642852783,0.1809601783752441,0.1471798419952392,0.1809601783752441,0.0337803363800048,0.6309524178504944,0.6320000290870667,0.0,0.0
36,95,sentinel,False,9.05935287475586,0.1663408130407333,8.93459726497531,54.46259825893092,64.86089658737183,161,105,0.6521739130434783,0.15619389314829193,2,5,1,1240,0.0185867436230182,-0.0048082401044666,0.0185867436230182,0.0579759255051612,0.0092423669993877,0.0510441502556204,-0.0246874598264694,0.0589529287219047,0.7982,8.147098947014292,0.1109038285916559,0.0076130423694849,0.008425752869079,8.063921075570551,73.46093503172168,101,1e-05,7,3145728,4.171332427433559,0.0673432700605837,0.0015522442318898,62.97764205932617,4.702565670013428,4.034571647644043,0.0600318908691406,-0.0046372413635253,0.0565539598464965,0.064669132232666,0.6309524178504944,0.6320000290870667,0.0,0.0
24,153,sentinel,False,8.894142150878906,13.236096382141112,-1.0329301357269287,0.6719611201138359,64.86089658737183,161,52,0.32298136645962733,0.05153945069875776,123,6,9921,4657,0.1404026001691818,0.0796879976987838,0.0806366018950939,0.1392489969730377,0.0912354961037635,0.070822374895215,-0.0428385761231183,0.1993799619260242,0.8986,8.348913873628275,11.192026597117518,77.03628158569336,0.824435335432495,-0.0451060742098636,0.7459698028038795,101,1e-05,7,3145728,8.402826377323695,0.0926010814605335,0.0020772179632214,62.97764205932617,4.341150283813477,3.716548204421997,0.4214472770690918,0.3133862018585205,0.4214472770690918,0.1080610752105712,0.640952467918396,0.6320000290870667,0.0,0.0
30,195,sentinel,False,8.864374160766602,10.368772506713867,1.0877947807312012,0.8549106613175272,64.86089658737183,161,50,0.3105590062111801,0.058302600931677016,90,7,53,3073,-0.1644964069128036,-0.148722305893898,-0.1644964069128036,-0.0262954346835613,-0.0467818677425384,-0.0262954346835613,-0.2346491360664367,-0.0936672378778458,0.0,8.087050563110306,8.404854697674057,45.71830749511719,0.6726199989867506,1.7834095398547634,0.962188027515495,101,1e-05,7,3145728,6.175467252731323,0.0808967579934819,0.0019048659081952,62.97764205932617,4.594759941101074,3.90230655670166,0.1678376197814941,0.1276278495788574,0.1678376197814941,0.0402097702026367,0.6309524178504944,0.6320000290870667,0.0,0.0
26,134,sentinel,False,8.741240501403809,11.070108413696287,0.4386591911315918,0.7896255551199552,64.86089658737183,161,50,0.3105590062111801,0.06641838121118013,71,8,207,3407,-0.1110160574316978,-0.0243757907301187,-0.1110160574316978,-0.0566404834389686,0.0211532227694988,-0.0725054005160927,-0.1967202048497274,-0.0356556466650218,0.0026,7.924759258861627,9.15000707907481,55.94308853149414,0.7715053311638004,1.0622539495555203,0.8660932380023975,101,1e-05,7,3145728,7.469861848013742,0.0878857531786766,0.0020266224316305,62.97764205932617,4.458791732788086,3.780910015106201,0.3038058280944824,0.2490243911743164,0.3038058280944824,0.054781436920166,0.640952467918396,0.6320000290870667,0.0,0.0
21,82,sentinel,False,8.318957328796387,10.618321418762209,0.3552162647247314,0.7834531467559734,64.86089658737183,161,77,0.4782608695652174,0.09057768827639752,26,9,271,3455,0.0166675262153148,0.0445272885262966,-0.0167279401794075,0.0790999978780746,0.0430193804204463,0.0468354625627398,-0.118639812793117,0.0750066814618184,0.3642,7.627087666867097,9.105388835751045,59.44336700439453,0.8559456043618338,0.7980460400538147,0.8376454651688855,101,1e-05,7,3145728,7.5279883316584995,0.0927572236197828,0.0021754098893331,62.97764205932617,4.403171539306641,3.785074472427368,0.3594260215759277,0.2448599338531494,0.3594260215759277,0.1145660877227783,0.6352380514144897,0.6320000290870667,0.0,0.0
29,250,sentinel,False,8.289737701416016,11.31700038909912,-0.1980125904083252,0.7325030853052025,64.86089658737183,161,50,0.3105590062111801,0.056337344720496896,99,10,9452,3892,-0.0302704218775033,-0.0118667688220739,-0.0302704218775033,-0.0820404440164566,-0.0642898231744766,-0.0820404440164566,-0.10695285497047,0.0275653135180473,0.153,7.787581231197214,9.288291238219038,53.6611270904541,0.7418590108052004,0.8213628025329349,0.8384299147675721,101,1e-05,7,3145728,7.608665125710623,0.0847982460309686,0.0019987870258148,62.97764205932617,4.512332916259766,3.8591017723083496,0.2502646446228027,0.1708326339721679,0.2502646446228027,0.0794320106506347,0.6309524178504944,0.6320000290870667,0.0,0.0
23,28,sentinel,False,8.260056495666504,10.926676750183104,0.0650489330291748,0.7559532220560409,64.86089658737183,161,78,0.484472049689441,0.11120681288819875,12,11,1370,3685,0.1070405542850494,0.1507668048143386,-0.0060345493257045,0.0996574908494949,0.1649310886859893,-0.0240408256649971,-0.10571347903274,0.09560721924901,0.4472,7.480498709755605,9.232510296144175,56.91753578186035,0.8241300239083295,0.5561159876474742,0.8102345374993968,101,1e-05,7,3145728,7.921829904828753,0.0886991111375718,0.0019670416049028,62.97764205932617,4.415126800537109,3.8179988861083984,0.347470760345459,0.2119355201721191,0.347470760345459,0.1355352401733398,0.640952467918396,0.6320000290870667,0.0,0.0
35,124,sentinel,False,7.990274429321289,9.831873893737791,0.6163690090179443,0.8126908985691644,64.86089658737183,161,50,0.3105590062111801,0.0791318905279503,39,12,128,3263,-0.1137966215610504,-0.0804848745465278,-0.1137966215610504,-0.0503559932112693,-0.0382406860589981,-0.0503559932112693,-0.1772115244269371,-0.0529087475538254,0.0,7.220835330857934,8.259417158719968,34.120720863342285,0.5721123925364652,1.0262724618179586,0.8742548284092402,101,1e-05,7,3145728,6.627612829208374,0.0785830184784248,0.0018164013251238,62.97764205932617,4.615153789520264,3.925088167190552,0.1474437713623047,0.1048462390899658,0.1474437713623047,0.0425975322723388,0.6309524178504944,0.6320000290870667,0.0,0.0
33,1,sentinel,False,6.961568355560303,0.0,6.961568355560303,6961568355560.303,64.86089658737183,161,117,0.7267080745341615,0.19488790760869565,1,21,2,1,0.0146039174869656,-0.0046199187636375,0.0146039174869656,0.0050224754959344,0.0021913109812885,0.003378992259968,-0.0471452003084123,0.0815130394101142,0.6624,5.716859932497294,0.0,0.0,0.0,5.716859932497294,5716859932497.294,101,1e-05,7,3145728,4.443746975490025,0.0625988971301558,0.0014529579060894,62.97764205932617,4.743879318237305,4.038872718811035,0.0187182426452636,-0.0089383125305175,0.0120145082473754,0.0276565551757812,0.6309524178504944,0.6320000290870667,0.0,0.0
16,59,sentinel,False,6.079427242279053,0.0,6.079427242279053,6079427242279.053,64.86089658737183,161,74,0.45962732919254656,0.1232121627523292,6,27,3,2,0.0758505463600158,-0.0138613833114504,0.0758505463600158,0.0144387744367122,0.0050219227559864,0.0106723323697224,-0.0423486103862524,0.1825593561530113,0.8982,4.773214331871491,0.0,0.0,0.0,4.773214331871491,4773214331871.49,101,1e-05,7,3145728,3.009249133723123,0.0562851941009098,0.001287644713003,62.97764205932617,4.758488655090332,4.007412910461426,0.0041089057922363,0.0225214958190917,0.0041089057922363,-0.0184125900268554,0.640952467918396,0.6320000290870667,0.0,0.0
31,70,sentinel,False,5.734459400177002,0.0,5.734459400177002,5734459400177.002,64.86089658737183,161,63,0.391304347826087,0.0913677334045031,25,34,4,3,0.0519710108637809,-0.0080488855019211,0.0519710108637809,0.1080290228128433,-0.0169756300747394,0.1080290228128433,-0.0137581523656845,0.1271860606670379,0.9368,4.717987908471151,0.0,0.0,0.0,4.717987908471151,4717987908471.15,101,1e-05,7,3145728,3.189682458128248,0.0582526111006048,0.0013354917441111,62.97764205932617,4.762356758117676,4.025661468505859,0.0002408027648925,0.0042729377746582,0.0002408027648925,-0.0040321350097656,0.6309524178504944,0.6320000290870667,0.0,0.0
35,22,sentinel,False,5.649241924285889,0.0,5.649241924285889,5649241924285.889,64.86089658737183,161,84,0.5217391304347826,0.11637167604813664,10,35,5,4,-0.0363441817462444,-0.0054895891807973,-0.0363441817462444,0.0201814621686935,-0.0004226231540087,0.0201814621686935,-0.0653566815257072,-0.008916034316644,0.0038,4.676292958698299,0.0,0.0,0.0,4.676292958698299,4676292958698.299,101,1e-05,7,3145728,1.5943212732672691,0.062523176321747,0.0014717909842409,62.97764205932617,4.753756523132324,4.029685974121094,0.0088410377502441,0.0002484321594238,0.0088410377502441,0.0085926055908203,0.6309524178504944,0.6320000290870667,0.0,0.0
29,136,sentinel,False,4.488032341003418,0.0,4.488032341003418,4488032341003.418,64.86089658737183,161,54,0.33540372670807456,0.0773637664984472,42,55,7,6,0.0208270121365785,-0.0053335987031459,0.0208270121365785,0.0157945845276117,-0.0006219411152414,0.0157945845276117,-0.0390229037757962,0.0821036691907793,0.7268,3.477026336245433,0.0,0.0,0.0,3.477026336245433,3477026336245.4326,101,1e-05,7,3145728,2.3137198984622955,0.0563400851457237,0.0012965904832428,62.97764205932617,4.767886161804199,4.030375957489014,-0.0052886009216308,-0.000441551208496,-0.0056197643280029,-0.0048470497131347,0.6309524178504944,0.6320000290870667,0.0,0.0
34,146,sentinel,False,4.030404090881348,0.0,4.030404090881348,4030404090881.348,64.86089658737183,161,26,0.16149068322981366,0.03580678619953416,304,72,8,7,0.0148611878976225,0.0033414864446967,0.0123550730640999,0.0410996042191982,0.000813090649899,0.0404897862317739,-0.0167885508574545,0.0450847539901733,0.7654,3.531293413013527,0.0,0.0,0.0,3.531293413013527,3531293413013.528,101,1e-05,7,3145728,1.6272118900503432,0.05650050717569,0.0012366210306801,62.97764205932617,4.757951736450195,4.030717849731445,0.004645824432373,-0.0007834434509277,0.0040582418441772,0.0054292678833007,0.6309524178504944,0.6320000290870667,0.0,0.0
23,216,sentinel,False,3.8331949710845943,0.1079281866550445,3.7522488310933113,35.51616208748667,64.86089658737183,161,102,0.6335403726708074,0.08728103163819875,28,77,9,1251,-0.1107436642050743,-0.0128128305077552,-0.1107436642050743,-0.1257200241088867,-0.0077043864876031,-0.1257200241088867,-0.185213826149702,-0.0490117291994393,0.0002,3.713419451670906,0.0726375160881278,0.0154392020776867,0.0572387128326923,3.65894131460481,51.122610623337664,101,1e-05,7,3145728,2.479370951652527,0.0704099969293323,0.0016090674293254,62.97764205932617,4.688869476318359,4.037022590637207,0.0737280845642089,-0.0070881843566894,0.0684119462966919,0.0808162689208984,0.640952467918396,0.6320000290870667,0.0,0.0
38,168,sentinel,False,3.5527656078338623,0.0115340612828731,3.5441150618717074,308.02381922500405,64.86089658737183,161,98,0.6086956521739131,0.09883601028726709,18,91,10,1223,0.0205005668103694,-0.0021812685299664,0.0205005668103694,0.0065918304026126,-0.0021528238430619,0.0065918304026126,-0.048899778664112,0.1316204202771185,0.608,3.0334541722915587,0.0077432782578728,-3.7655991036444894e-06,-0.0001603141207906,3.027646713598154,391.7532175491159,101,1e-05,7,3145728,2.49492050920214,0.0681860753642864,0.0015406623692496,62.97764205932617,4.735569953918457,4.029811382293701,0.0270276069641113,0.0001230239868164,0.0270276069641113,0.0269045829772949,0.6309524178504944,0.6320000290870667,0.0,0.0
34,152,sentinel,False,3.1224467754364014,0.0,3.1224467754364014,3122446775436.4014,64.86089658737183,161,25,0.15527950310559005,0.024086519798136644,503,113,11,8,-0.0130721684545278,-0.004477946087718,-0.0130721684545278,-0.0126501535996794,0.0025156431365758,-0.0145368859521113,-0.0371084241252392,0.0052454040646552,0.0908,2.091393183374181,0.0,0.0,0.0,2.091393183374181,2091393183374.181,101,1e-05,7,3145728,0.7250551842153072,0.0519321481314139,0.0011656318524891,62.97764158248901,4.759319305419922,4.031380653381348,0.0032782554626464,-0.00144624710083,0.0021935701370239,0.0047245025634765,0.6309524178504944,0.6320000290870667,0.0,0.0
28,93,sentinel,False,5.0080437660217285,2.60546350479126,3.053946137428284,1.9221316118266,64.86089658737183,161,110,0.6832298136645962,0.10490919788431677,14,46,12,1942,-0.0302313640713691,-0.0545398518443107,-0.0302313640713691,-0.0343938916921615,-0.061293538659811,-0.0343938916921615,-0.0963264524340629,0.0405492873191833,0.201,4.7464473890882655,2.242432158941999,4.380831718444824,0.4115935746611717,3.064623269881766,2.116651498311355,101,1e-05,7,3145728,2.8305696419307163,0.0732662662026834,0.0017057986675631,62.97764205932617,4.719821453094482,3.991011142730713,0.0427761077880859,0.0389232635498046,0.0427761077880859,0.0038528442382812,0.6309524178504944,0.6320000290870667,0.0,0.0
