layer,expert,panel_group,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,global_grad_ratio_bf16,scan_peak_gpu_gib,selection_supervised_positions,selection_supervised_selected_hits,selection_supervised_selected_rate,selection_supervised_routing_mass,routing_rank,global_target_grad_rank,global_grad_specific_rank
36,87,population_random,0.0041557978838682,0.0484751164913177,-0.03220053948462,0.0857305393897675,65.62170791625977,1561,0,0.0,0.0,9765,6588,5634
37,176,population_random,0.0020620122086256,0.0261689964681863,-0.0175647351425141,0.0787959985799862,65.64235639572144,1561,0,0.0,0.0,9838,7503,4694
38,168,population_random,0.0001791549875633,1.5641196966171265,-1.1729106174752817,0.0001145404587326,65.6630048751831,1561,0,0.0,0.0,9901,8549,9866
39,5,population_random,6.207899332366651e-06,0.0,6.207899332366651e-06,6207899.332366651,65.68365335464478,1561,11,0.007046764894298526,0.001383828475336323,4489,8682,1867
11,248,population_random,0.0167295467108488,0.2919360995292663,-0.2022225279361009,0.0573055087663606,65.12317323684692,1561,201,0.1287636130685458,0.01663315532911595,405,3889,8770
15,7,population_random,0.0,0.0,0.0,0.0,65.20324182510376,1561,0,0.0,0.0,8116,8768,1904
31,7,population_random,0.0015694946050643,0.0013930374989286,0.0005247164808679,1.1266707501735087,65.5235161781311,1561,9,0.005765534913516977,0.00040163557014734146,6159,7767,1723
21,1,population_random,0.0322853587567806,0.0311161149293184,0.0089482725597918,1.037576793538673,65.32208204269409,1561,18,0.011531069827033953,0.0016124854860666239,4217,2448,973
16,143,population_random,0.0,0.0,0.0,0.0,65.22136497497559,1561,0,0.0,0.0,8241,8768,1904
16,103,population_random,0.1365028619766235,0.3973324596881866,-0.1614964827895164,0.3435482268008079,65.22136497497559,1561,127,0.08135810377962845,0.008893224995996157,990,559,8491
6,104,population_random,0.0220869779586792,0.0565072931349277,-0.0202934918925166,0.3908695096321317,65.02245616912842,1561,0,0.0,0.0,7588,3240,4890
6,178,population_random,0.0,0.0,0.0,0.0,65.02245616912842,1561,0,0.0,0.0,7601,8768,1904
7,71,population_random,0.0385262891650199,0.1662976443767547,-0.086196944117546,0.2316706848685438,65.04310464859009,1561,55,0.035233824471492634,0.004801484425048046,2021,2094,7434
28,149,sentinel,2.027724027633667,3.933236360549927,-0.922203242778778,0.5155357679419105,65.4615707397461,1561,115,0.07367072389493914,0.015506605090887252,452,1,9800
30,229,sentinel,1.9938936233520508,7.907148361206055,-3.93646764755249,0.2521634263414372,65.50286769866943,1561,48,0.03074951953875721,0.0159249754764574,437,2,9984
29,194,sentinel,1.7742013931274414,7.061946392059326,-3.522258400917053,0.2512340500236815,65.48221921920776,1561,209,0.133888532991672,0.019288204176008968,335,3,9981
27,89,sentinel,1.7297823429107666,3.2424979209899902,-0.7020910978317261,0.5334721517360606,65.44344758987427,1561,54,0.03459320948110186,0.009400587063581038,907,4,9722
24,153,sentinel,1.7215179204940796,6.016139030456543,-2.790586352348328,0.2861499562723958,65.38150215148926,1561,251,0.16079436258808455,0.02333646550688661,245,5,9977
34,239,sentinel,1.6505783796310425,0.0050076958723366,1.64682260772679,329.60835110205335,65.58293628692627,1561,1349,0.8641896220371557,0.1455758465627002,19,6,1
36,252,sentinel,1.5800461769104004,4.570921897888184,-1.8481452465057373,0.3456734138555405,65.62170791625977,1561,179,0.11467008327994875,0.023320356292040358,246,7,9951
30,31,sentinel,1.502492904663086,0.0284583903849124,1.4811491118744016,52.79613092266989,65.50286769866943,1561,1495,0.9577194106342088,0.23664248928971812,9,8,2
27,254,sentinel,1.3883612155914309,0.0551568642258644,1.3469935674220324,25.171141163518552,65.44344758987427,1561,1455,0.9320948110185778,0.23809169302530428,8,10,3
35,255,sentinel,1.26911461353302,0.0108207678422331,1.2609990376513451,117.28507920319784,65.60358476638794,1561,1478,0.9468289557975657,0.2079357120335522,10,15,4
29,93,sentinel,1.1939468383789062,0.0111037222668528,1.1856190466787666,107.52672028150263,65.48221921920776,1561,1497,0.9590006406149904,0.2925669580297085,2,22,5
30,90,sentinel,1.1845149993896484,0.0095889242365956,1.1773233062122015,123.52949820434276,65.50286769866943,1561,451,0.2889173606662396,0.0461808961603139,84,23,6
36,41,sentinel,1.2255859375,0.0943866148591041,1.154795976355672,12.984743009551847,65.62170791625977,1561,1513,0.9692504804612428,0.24825942279588406,7,21,7
26,165,sentinel,1.104378342628479,0.0,1.104378342628479,1104378342628.479,65.4227991104126,1561,775,0.4964766175528507,0.09634608599255286,29,29,8
6,91,sentinel,0.4404746294021606,0.0798650756478309,0.3805758226662874,5.515234610669378,65.02245616912842,1561,1511,0.9679692504804612,0.33570853018898145,1,138,32
15,130,sentinel,0.7398974299430847,0.1127090156078338,0.6553656682372093,6.564669436125333,65.20324182510376,1561,1521,0.974375400384369,0.28391505845611786,3,68,18
33,212,sentinel,0.7337551116943359,0.0796742290258407,0.6739994399249554,9.209441003152318,65.5622878074646,1561,1440,0.9224855861627163,0.276285859425048,4,69,16
12,23,sentinel,0.5110684633255005,0.237409695982933,0.3330111913383007,2.152685724175678,65.14129638671875,1561,1507,0.9654067905188981,0.2625179547365471,5,113,39
