layer,expert,target_delta_nll,control_delta_nll,causal_specificity,target_relative_delta,control_relative_delta,causal_relative_specificity,renorm_target_delta_nll,renorm_control_delta_nll,renorm_causal_specificity,renorm_target_relative_delta,renorm_control_relative_delta,renorm_causal_relative_specificity,ci_2.5,ci_97.5,p_positive
11,67,-0.003975001163780689,0.011369709856808186,-0.012502283556386828,-0.00492967290660895,0.003967130227456027,-0.00790502057720097,-0.002875512931495905,0.0024761753156781197,-0.004732644418254495,-0.003566121771274311,0.0008639895007896738,-0.0042141138968665665,-0.0390753658413887,0.0016992420256137836,0.0516
12,139,-0.007552534341812134,0.02183855138719082,-0.023931447882205248,-0.009366418369964304,0.007619928601792645,-0.015081364821308788,0.003538354067131877,0.022021593526005745,-0.012977841077372432,0.0043881567476421425,0.007683795842991951,-0.0013746901346018206,-0.050252811592072254,-0.0044738561846315895,0.0028
13,205,-0.00575608154758811,0.0011915541253983974,-0.006649747141636908,-0.007138513445462321,0.00041575822497241235,-0.00745033211419163,-0.0009968722006306052,0.041823968291282654,-0.032364848419092596,-0.0012362899220201254,0.014593259716399553,-0.01218123470931979,-0.044741952832788236,0.0022585523873567513,0.0648
14,15,-0.0017178523121401668,0.032501284033060074,-0.026093815336935222,-0.002130427049399512,0.011340379652826334,-0.010635711789019262,-0.0012158483732491732,-0.0016670000040903687,-0.0012158483732491732,-0.001507857365870624,-0.0005816512636367966,-0.001507857365870624,-0.06665830702334642,0.0010350485965609547,0.037
15,246,-0.007318051531910896,0.0030993460677564144,-0.009642561082728207,-0.009075620076477454,0.001081426846031686,-0.009886690211001218,-0.0025695913936942816,0.023722784593701363,-0.020361679838970304,-0.0031867273876474054,0.00827737708581428,-0.009394760202008115,-0.026979399770498277,-0.00257705380022526,0.001
16,148,4.825591895496473e-05,0.010222175158560276,-0.007618375449965242,5.98454909707623e-05,0.0035667313038416377,-0.002615202986910466,-0.001031329040415585,-0.0015810775803402066,-0.001031329040415585,-0.0012790222238576983,-0.0005516711279281054,-0.0012790222238576983,-0.030107484579086304,0.003405908092856405,0.1588
17,106,-0.001867721090093255,0.01020752266049385,-0.009523363085463643,-0.002316289650133758,0.003561618739957499,-0.004987503705101882,-0.0014656484127044678,0.023083865642547607,-0.018778547644615173,-0.0018176516114152912,0.008054444863625795,-0.007858485259134637,-0.03515645283833146,0.001651878073811526,0.0742
18,239,-0.001404646667651832,4.2232870328007266e-05,-0.0014363213203978376,-0.0017419991430381936,1.4735934212968803e-05,-0.0017530510936979203,0.0021912597585469484,-0.012353113852441311,0.0021912597585469484,0.0027175322516829695,-0.004310260506593371,0.0027175322516829695,-0.008053986459970474,0.0007875552773475632,0.0796
19,169,-0.008358808234333992,-0.03773887827992439,-0.008358808234333992,-0.01036633419376013,-0.0131678861343082,-0.01036633419376013,-0.00479258643463254,0.011492719873785973,-0.01341212633997202,-0.0059436167502699925,0.004010051002284793,-0.008951155001983587,-0.014121550172567367,-0.0027619156986474994,0.002
20,40,-0.0020647626370191574,0.011432575061917305,-0.010639193933457136,-0.002560654452893481,0.003989065215998789,-0.005552453364892573,-0.0015862303553149104,0.002170179970562458,-0.003213865333236754,-0.001967193589145834,0.0007572213071983236,-0.0025351095695445767,-0.029552614457905295,0.0006084021702408704,0.0384
21,44,-0.0001603156269993633,-0.006943447515368462,-0.0001603156269993633,-0.00019881845824998873,-0.002422714463947238,-0.00019881845824998873,-0.0032375382725149393,0.0038911092560738325,-0.006155870214570314,-0.004015094348034509,0.0013576896281887996,-0.005033361569176108,-0.011902484640479088,0.004084435507655143,0.385
22,118,0.0006682622479274869,-0.006610697600990534,0.0006682622479274869,0.0008287580713522228,-0.002306611040013194,0.0008287580713522228,-0.005460941232740879,-0.0010046809911727905,-0.005460941232740879,-0.006772489599480196,-0.00035055426912635075,-0.006772489599480196,-0.007583650946617127,0.004640369266271586,0.5356
23,63,-0.002890802687034011,0.0028126025572419167,-0.005000254604965448,-0.0035850836509113944,0.0009813760213039332,-0.0043211156668893445,-0.002594581339508295,-0.007378744892776012,-0.002594581339508295,-0.0032177191417981886,-0.002574598848473706,-0.0032177191417981886,-0.021109323866665364,0.0011626496016979193,0.058
