layer,expert,target_delta_nll,control_delta_nll,causal_specificity
16,17,0.028748907148838043,0.024919873103499413,0.010059002321213484
16,19,-0.0005974948289804161,0.013177587650716305,-0.010480685567017645
16,27,-0.004812826402485371,0.03456256166100502,-0.030734747648239136
16,30,-0.0036524133756756783,0.006275097839534283,-0.00835873675532639
16,33,-0.008625329472124577,0.001989755081012845,-0.01011764578288421
16,36,-0.005652020685374737,-0.019024763256311417,-0.005652020685374737
16,39,-0.0016793912509456277,-0.01081426814198494,-0.0016793912509456277
16,41,-0.004034781828522682,0.0049519832246005535,-0.007748769246973097
16,64,-0.002373203868046403,-0.007123295217752457,-0.002373203868046403
16,71,-0.0007935547619126737,-0.008214158937335014,-0.0007935547619126737
16,72,-0.002485979115590453,0.028014112263917923,-0.023496563313528895
16,73,-0.001771494746208191,0.030595041811466217,-0.024717776104807854
16,97,-0.003506052540615201,0.007183356210589409,-0.008893569698557258
16,99,-0.002277548424899578,-0.00028400361770763993,-0.002277548424899578
16,119,0.0,0.0,0.0
16,127,-0.004282667767256498,0.03343740105628967,-0.029360718559473753
16,133,-0.000489426834974438,-0.01629357971251011,-0.000489426834974438
16,135,0.0013239759718999267,0.00970425270497799,-0.005954213556833565
16,152,0.0019317143596708775,0.024576393887400627,-0.016500581055879593
16,175,-0.00016085326205939054,0.013891159556806087,-0.010579222929663956
16,187,0.0,0.0,0.0
16,188,0.0,0.0,0.0
16,205,-0.004448373336344957,0.013122919015586376,-0.01429056259803474
16,212,0.0009963804623112082,0.004742828663438559,-0.0025607410352677107
16,219,-0.0018230468267574906,1.9409657397773117e-05,-0.0018376040698058205
16,247,-0.0037931448314338923,0.02049604430794716,-0.01916517806239426
16,255,0.0007896804600022733,0.009923207573592663,-0.006652725220192224
17,10,0.0,0.0,0.0
17,13,-0.0033839864190667868,0.016548166051506996,-0.015795110957697034
17,27,-0.0027196246664971113,-0.0063872672617435455,-0.0027196246664971113
17,36,0.005258830729871988,-0.03250523656606674,0.005258830729871988
17,40,-0.002405779901891947,0.031451936811208725,-0.02599473251029849
17,49,-0.0014328587567433715,0.000696305010933429,-0.0019550875149434432
17,75,0.0005635917186737061,0.0003957927110604942,0.0002667471853783354
17,82,0.0006828433251939714,-0.006766772363334894,0.0006828433251939714
17,106,-0.001867721090093255,0.01020752266049385,-0.009523363085463643
17,110,-0.002154633402824402,-0.01377977803349495,-0.002154633402824402
17,112,0.0011236279970034957,0.01753910817205906,-0.012030703132040799
17,119,0.0,0.0,0.0
17,120,-0.003503116313368082,0.013059990480542183,-0.01329810917377472
17,129,0.0005362838273867965,0.00023967921151779592,0.00035652441874844953
17,134,0.0018692582380026579,0.005428301636129618,-0.0022019679890945554
17,139,-0.0005669748643413186,-0.024797949939966202,-0.0005669748643413186
17,144,0.0016987354028970003,0.010083403438329697,-0.005863817175850272
17,147,0.004564784001559019,0.02463666908442974,-0.013912717811763287
17,159,0.0003550875117070973,0.01971820741891861,-0.01443356805248186
17,161,0.0,0.0,0.0
17,185,0.00034995019086636603,0.002585785463452339,-0.0015893889067228884
