layer,expert,selection_supervised_positions,selection_supervised_selected_hits,selection_supervised_selected_rate,selection_supervised_routing_mass,routing_rank
11,85,1561,65,0.04163997437540039,0.0063742442745035235,1503
6,101,1561,72,0.04612427930813581,0.006373149473494555,1504
4,97,1561,78,0.049967969250480464,0.006368301069026265,1505
16,51,1561,61,0.039077514413837285,0.006367519068305573,1506
11,224,1561,89,0.057014734144778985,0.006366424267296605,1507
7,252,1561,71,0.04548366431774504,0.006366424267296605,1508
20,76,1561,67,0.042921204356181936,0.006364234665278667,1509
18,143,1561,105,0.06726457399103139,0.006354225056053812,1510
24,207,1561,53,0.033952594490711085,0.006353286655188982,1511
37,156,1561,85,0.05445227418321589,0.00635047145259449,1512
12,191,1561,72,0.04612427930813581,0.006345153847693786,1513
13,73,1561,65,0.04163997437540039,0.006338585041639974,1514
2,31,1561,93,0.05957719410634209,0.006337021040198591,1515
33,70,1561,119,0.07623318385650224,0.00633616083940583,1516
6,8,1561,117,0.07495195387572069,0.006331859835442024,1517
38,191,1561,85,0.05445227418321589,0.006329201032991672,1518
26,227,1561,94,0.06021780909673286,0.006324196228379244,1519
14,224,1561,75,0.048046124279308135,0.006323883428090967,1520
38,81,1561,87,0.05573350416399744,0.006318253022901986,1521
32,99,1561,46,0.029468289557975657,0.006312622617713004,1522
17,241,1561,118,0.07559256886611147,0.006306523012091608,1523
24,1,1561,78,0.049967969250480464,0.006304177009929532,1524
38,240,1561,91,0.05829596412556054,0.006296669803010891,1525
38,246,1561,103,0.06598334401024984,0.006290726597533632,1526
10,162,1561,74,0.04740550928891736,0.006284783392056374,1527
15,247,1561,119,0.07623318385650224,0.006277901785714286,1528
11,63,1561,94,0.06021780909673286,0.006266328175048046,1529
31,107,1561,96,0.06149903907751442,0.006258664567985266,1530
9,52,1561,70,0.04484304932735426,0.006256318565823191,1531
2,79,1561,69,0.044202434336963484,0.0062547545643818064,1532
1,198,1561,74,0.04740550928891736,0.006251939361787316,1533
8,158,1561,85,0.05445227418321589,0.006249906159913517,1534
33,184,1561,77,0.04932735426008968,0.006249436959481102,1535
24,11,1561,72,0.04612427930813581,0.006249124159192825,1536
10,71,1561,86,0.05509288917360666,0.006240365751121076,1537
13,111,1561,93,0.05957719410634209,0.006238801749679693,1538
17,230,1561,101,0.0647021140294683,0.006234109745355541,1539
31,93,1561,54,0.03459320948110186,0.006232702144058296,1540
16,237,1561,113,0.0723894939141576,0.006230981742472774,1541
13,26,1561,55,0.035233824471492634,0.006230981742472774,1542
13,144,1561,64,0.04099935938500961,0.006230668942184497,1543
23,234,1561,70,0.04484304932735426,0.006229104940743114,1544
7,27,1561,89,0.057014734144778985,0.006217218529788597,1545
6,216,1561,123,0.07879564381806534,0.00621596732863549,1546
29,192,1561,93,0.05957719410634209,0.006213777726617553,1547
5,182,1561,62,0.03971812940422806,0.006197824911915439,1548
24,217,1561,70,0.04484304932735426,0.006194696909032672,1549
38,216,1561,64,0.04099935938500961,0.006194696909032672,1550
23,84,1561,85,0.05445227418321589,0.006191256105861627,1551
7,76,1561,97,0.06213965406790519,0.006186876901825753,1552
1,1,1561,98,0.06278026905829596,0.006185938500960922,1553
30,255,1561,85,0.05445227418321589,0.0061845308996636775,1554
17,63,1561,106,0.06790518898142217,0.006184061699231262,1555
11,191,1561,75,0.048046124279308135,0.006183123298366432,1556
17,185,1561,102,0.06534272901985906,0.00617373928971813,1557
7,85,1561,67,0.042921204356181936,0.00616591928251121,1558
18,101,1561,54,0.03459320948110186,0.00616591928251121,1559
29,238,1561,124,0.07943625880845612,0.006165137281790519,1560
4,85,1561,79,0.05060858424087124,0.006164668081358104,1561
12,42,1561,65,0.04163997437540039,0.006164355281069827,1562
1,69,1561,56,0.03587443946188341,0.0061615400784753365,1563
35,11,1561,100,0.06406149903907751,0.006144805263052531,1564
5,241,1561,83,0.053171044202434334,0.006144023262331839,1565
26,119,1561,103,0.06598334401024984,0.006133544452674567,1566
20,158,1561,89,0.057014734144778985,0.006129947249359385,1567
5,22,1561,65,0.04163997437540039,0.006127444847053171,1568
20,91,1561,69,0.044202434336963484,0.006119937640134529,1569
25,51,1561,73,0.04676489429852659,0.006113994434657271,1570
3,113,1561,94,0.06021780909673286,0.006112117632927611,1571
7,12,1561,65,0.04163997437540039,0.00610836402946829,1572
10,116,1561,90,0.057655349135169766,0.0060999184216848175,1573
7,212,1561,80,0.05124919923126201,0.006098041619955157,1574
4,234,1561,80,0.05124919923126201,0.00609585201793722,1575
30,9,1561,103,0.06598334401024984,0.006094913617072389,1576
13,214,1561,96,0.06149903907751442,0.006088657611306855,1577
29,45,1561,63,0.04035874439461883,0.006084904007847534,1578
39,237,1561,79,0.05060858424087124,0.006082714405829597,1579
16,227,1561,104,0.06662395900064061,0.006082088805253043,1580
33,160,1561,116,0.07431133888532991,0.0060816196048206275,1581
38,64,1561,75,0.048046124279308135,0.006081150404388213,1582
2,173,1561,75,0.048046124279308135,0.006074894398622677,1583
3,137,1561,105,0.06726457399103139,0.006067230791559897,1584
26,70,1561,67,0.042921204356181936,0.006065510389974375,1585
18,113,1561,100,0.06406149903907751,0.006060505585361947,1586
8,61,1561,67,0.042921204356181936,0.006059567184497117,1587
18,70,1561,98,0.06278026905829596,0.00605550078074952,1588
26,138,1561,58,0.037155669442664956,0.006049244774983985,1589
34,80,1561,74,0.04740550928891736,0.00604877557455157,1590
17,218,1561,79,0.05060858424087124,0.0060479935738308776,1591
6,147,1561,84,0.053811659192825115,0.006047680773542601,1592
24,146,1561,87,0.05573350416399744,0.006044552770659834,1593
37,33,1561,87,0.05573350416399744,0.006044239970371556,1594
37,49,1561,90,0.057655349135169766,0.006038296764894298,1595
16,230,1561,82,0.05253042921204356,0.006036732763452915,1596
32,171,1561,73,0.04676489429852659,0.006035168762011531,1597
21,42,1561,75,0.048046124279308135,0.006034230361146701,1598
29,46,1561,62,0.03971812940422806,0.006032822759849455,1599
6,219,1561,117,0.07495195387572069,0.00602953835682255,1600
32,19,1561,77,0.04932735426008968,0.006027974355381166,1601
36,12,1561,92,0.058936579115951314,0.006025941153507367,1602
38,198,1561,86,0.05509288917360666,0.006022343950192185,1603
21,163,1561,107,0.06854580397181294,0.006021874749759769,1604
26,36,1561,85,0.05445227418321589,0.006020936348894939,1605
16,171,1561,73,0.04676489429852659,0.006014523942985266,1606
21,151,1561,69,0.044202434336963484,0.006012334340967328,1607
15,181,1561,124,0.07943625880845612,0.006008580737508007,1608
12,106,1561,75,0.048046124279308135,0.006002637532030749,1609
8,15,1561,81,0.051889814221652786,0.0060024811318866115,1610
7,115,1561,80,0.05124919923126201,0.006002324731742473,1611
13,107,1561,110,0.07046764894298527,0.006002011931454196,1612
9,158,1561,70,0.04484304932735426,0.00599012552049968,1613
35,79,1561,104,0.06662395900064061,0.005985120715887251,1614
14,82,1561,86,0.05509288917360666,0.005975423906950672,1615
33,112,1561,109,0.06982703395259449,0.0059747983063741196,1616
33,142,1561,83,0.053171044202434334,0.005974329105941704,1617
37,158,1561,63,0.04035874439461883,0.005967291099455477,1618
21,190,1561,82,0.05253042921204356,0.00596603989830237,1619
1,20,1561,79,0.05060858424087124,0.005961973494554773,1620
7,84,1561,66,0.04228058936579116,0.005959471092248559,1621
22,204,1561,76,0.04868673926969891,0.005956655889654068,1622
29,38,1561,103,0.06598334401024984,0.005956343089365791,1623
21,185,1561,56,0.03587443946188341,0.0059544662876361305,1624
13,208,1561,69,0.044202434336963484,0.0059463334801409355,1625
34,219,1561,51,0.03267136450992953,0.005933977868754004,1626
37,84,1561,80,0.05124919923126201,0.0059272526625560535,1627
21,88,1561,69,0.044202434336963484,0.005926001461402946,1628
15,68,1561,110,0.07046764894298527,0.005924906660393978,1629
9,5,1561,93,0.05957719410634209,0.005923499059096733,1630
2,5,1561,75,0.048046124279308135,0.005915679051889815,1631
1,46,1561,57,0.03651505445227418,0.0059131766495836005,1632
20,175,1561,83,0.053171044202434334,0.005911612648142216,1633
20,88,1561,97,0.06213965406790519,0.005908171844971172,1634
39,151,1561,78,0.049967969250480464,0.005905043842088405,1635
33,75,1561,112,0.07174887892376682,0.005904418241511851,1636
15,150,1561,50,0.032030749519538756,0.005901915839205637,1637
34,42,1561,72,0.04612427930813581,0.0058983186358904545,1638
35,68,1561,102,0.06534272901985906,0.005897693035313901,1639
3,27,1561,98,0.06278026905829596,0.005894095831998718,1640
20,248,1561,84,0.053811659192825115,0.005890342228539398,1641
37,159,1561,45,0.028827674567584883,0.005876891816143498,1642
14,227,1561,74,0.04740550928891736,0.005876266215566944,1643
38,0,1561,80,0.05124919923126201,0.005865318205477258,1644
28,82,1561,103,0.06598334401024984,0.005858905799567585,1645
32,38,1561,87,0.05573350416399744,0.005857498198270339,1646
3,129,1561,91,0.05829596412556054,0.005854995795964125,1647
2,69,1561,41,0.02626521460602178,0.005854995795964125,1648
32,107,1561,114,0.07303010890454836,0.005854213795243434,1649
37,2,1561,99,0.06342088404868675,0.005854213795243434,1650
22,168,1561,90,0.057655349135169766,0.005853275394378603,1651
29,166,1561,99,0.06342088404868675,0.005852806193946188,1652
14,35,1561,77,0.04932735426008968,0.005849678191063421,1653
13,77,1561,63,0.04035874439461883,0.005846550188180653,1654
31,134,1561,107,0.06854580397181294,0.005845298987027546,1655
7,162,1561,57,0.03651505445227418,0.005843422185297886,1656
20,47,1561,72,0.04612427930813581,0.005839355781550288,1657
1,212,1561,69,0.044202434336963484,0.0058374789798206275,1658
5,14,1561,74,0.04740550928891736,0.00583059737347854,1659
30,79,1561,105,0.06726457399103139,0.005828876971893018,1660
34,122,1561,105,0.06726457399103139,0.005828720571748879,1661
20,143,1561,72,0.04612427930813581,0.005828407771460602,1662
2,222,1561,80,0.05124919923126201,0.005825279768577835,1663
39,45,1561,50,0.032030749519538756,0.005819336563100576,1664
19,158,1561,83,0.053171044202434334,0.005817146961082639,1665
21,154,1561,70,0.04484304932735426,0.005809639754163998,1666
32,87,1561,90,0.057655349135169766,0.005809326953875721,1667
1,45,1561,88,0.05637411915438821,0.0057996301449391415,1668
20,53,1561,78,0.049967969250480464,0.005799473744795003,1669
12,129,1561,119,0.07623318385650224,0.005798691744074312,1670
27,61,1561,102,0.06534272901985906,0.005794156139894298,1671
14,93,1561,76,0.04868673926969891,0.005786805333119795,1672
13,66,1561,84,0.053811659192825115,0.005778985325912876,1673
11,189,1561,60,0.03843689942344651,0.005776482923606663,1674
39,96,1561,86,0.05509288917360666,0.00577382412115631,1675
11,112,1561,83,0.053171044202434334,0.0057736677210121715,1676
11,10,1561,81,0.051889814221652786,0.005770852518417681,1677
1,170,1561,91,0.05829596412556054,0.005768662916399743,1678
39,249,1561,90,0.057655349135169766,0.005767020714886291,1679
37,155,1561,50,0.032030749519538756,0.005766786114670084,1680
7,146,1561,92,0.058936579115951314,0.005762406910634209,1681
26,26,1561,96,0.06149903907751442,0.005762094110345932,1682
36,79,1561,97,0.06213965406790519,0.005760842909192825,1683
21,147,1561,86,0.05509288917360666,0.005754899703715567,1684
14,33,1561,94,0.06021780909673286,0.00575458690342729,1685
2,89,1561,75,0.048046124279308135,0.005750833299967969,1686
30,92,1561,61,0.039077514413837285,0.005750207699391416,1687
7,4,1561,68,0.04356181934657271,0.005749269298526586,1688
23,206,1561,81,0.051889814221652786,0.005746610496076233,1689
1,166,1561,55,0.035233824471492634,0.005744577294202434,1690
31,191,1561,64,0.04099935938500961,0.00574019809016656,1691
7,77,1561,92,0.058936579115951314,0.005737382887572069,1692
31,247,1561,101,0.0647021140294683,0.0057345676849775784,1693
31,29,1561,71,0.04548366431774504,0.0057323780829596415,1694
13,121,1561,94,0.06021780909673286,0.0057298756806534274,1695
35,66,1561,113,0.0723894939141576,0.005723463274743754,1696
4,67,1561,80,0.05124919923126201,0.005718614870275465,1697
26,203,1561,86,0.05509288917360666,0.005717363669122358,1698
2,240,1561,73,0.04676489429852659,0.005715486867392697,1699
24,84,1561,87,0.05573350416399744,0.005714861266816144,1700
32,104,1561,49,0.03139013452914798,0.005714392066383729,1701
20,13,1561,113,0.0723894939141576,0.005712202464365791,1702
12,249,1561,116,0.07431133888532991,0.005708918061338886,1703
3,75,1561,60,0.03843689942344651,0.005707041259609225,1704
35,65,1561,102,0.06534272901985906,0.005705790058456118,1705
4,143,1561,68,0.04356181934657271,0.005691088444907111,1706
3,215,1561,73,0.04676489429852659,0.005690462844330557,1707
11,58,1561,77,0.04932735426008968,0.005685770840006406,1708
25,84,1561,50,0.032030749519538756,0.005683581237988469,1709
24,165,1561,89,0.057014734144778985,0.005680453235105702,1710
10,69,1561,80,0.05124919923126201,0.0056801404348174244,1711
12,181,1561,77,0.04932735426008968,0.005678576433376041,1712
21,14,1561,89,0.057014734144778985,0.005663874819827034,1713
23,207,1561,107,0.06854580397181294,0.005654960011611147,1714
32,205,1561,75,0.048046124279308135,0.005654490811178732,1715
12,47,1561,54,0.03459320948110186,0.00565277040959321,1716
5,33,1561,84,0.053811659192825115,0.005651988408872518,1717
4,37,1561,87,0.05573350416399744,0.005649173206278027,1718
13,211,1561,50,0.032030749519538756,0.005649173206278027,1719
6,155,1561,88,0.05637411915438821,0.005648078405269059,1720
18,28,1561,94,0.06021780909673286,0.005644168401665599,1721
2,50,1561,65,0.04163997437540039,0.005632907591287636,1722
1,75,1561,88,0.05637411915438821,0.005630717989269699,1723
28,122,1561,69,0.044202434336963484,0.005627589986386932,1724
32,89,1561,102,0.06534272901985906,0.005620239179612428,1725
34,145,1561,95,0.060858424087123636,0.005619457178891736,1726
24,29,1561,58,0.037155669442664956,0.005618518778026906,1727
22,81,1561,90,0.057655349135169766,0.005612575572549647,1728
7,116,1561,60,0.03843689942344651,0.005605381165919282,1729
6,37,1561,102,0.06534272901985906,0.005596779157991672,1730
29,97,1561,97,0.06213965406790519,0.005592399953955798,1731
10,62,1561,83,0.053171044202434334,0.005590992352658552,1732
6,134,1561,79,0.05060858424087124,0.005589741151505445,1733
5,187,1561,80,0.05124919923126201,0.0055856747477578475,1734
26,196,1561,45,0.028827674567584883,0.005578167540839205,1735
4,185,1561,61,0.039077514413837285,0.0055762907391095455,1736
16,46,1561,77,0.04932735426008968,0.005575665138532992,1737
34,166,1561,82,0.05253042921204356,0.005572380735506086,1738
13,202,1561,80,0.05124919923126201,0.005565342729019859,1739
37,124,1561,72,0.04612427930813581,0.0055644043281550285,1740
37,9,1561,83,0.053171044202434334,0.005558930323110185,1741
29,170,1561,84,0.053811659192825115,0.00555658432094811,1742
7,189,1561,60,0.03843689942344651,0.005551892316623959,1743
17,29,1561,97,0.06213965406790519,0.005550641115470852,1744
37,119,1561,72,0.04612427930813581,0.005549389914317745,1745
35,144,1561,53,0.033952594490711085,0.005545167110426009,1746
26,19,1561,64,0.04099935938500961,0.005543446708840487,1747
11,48,1561,77,0.04932735426008968,0.00554219550768738,1748
26,251,1561,67,0.042921204356181936,0.005540944306534273,1749
8,112,1561,60,0.03843689942344651,0.005540005905669443,1750
36,203,1561,86,0.05509288917360666,0.005539223904948751,1751
10,134,1561,88,0.05637411915438821,0.005537816303651505,1752
7,215,1561,73,0.04676489429852659,0.0055324986987508006,1753
10,208,1561,93,0.05957719410634209,0.0055312474975976935,1754
37,205,1561,80,0.05124919923126201,0.005529370695868033,1755
39,25,1561,97,0.06213965406790519,0.0055235838905349135,1756
23,154,1561,98,0.06278026905829596,0.005512323080156951,1757
10,241,1561,73,0.04676489429852659,0.005511541079436259,1758
7,55,1561,70,0.04484304932735426,0.005510915478859705,1759
24,37,1561,74,0.04740550928891736,0.005509977077994875,1760
2,184,1561,78,0.049967969250480464,0.005505910674247277,1761
28,157,1561,100,0.06406149903907751,0.005505597873959001,1762
9,97,1561,83,0.053171044202434334,0.00550465947309417,1763
14,45,1561,50,0.032030749519538756,0.0055040338725176165,1764
18,181,1561,87,0.05573350416399744,0.005500280269058296,1765
33,157,1561,124,0.07943625880845612,0.005496526665598975,1766
16,206,1561,95,0.060858424087123636,0.005492616661995515,1767
7,201,1561,62,0.03971812940422806,0.005490896260409993,1768
38,250,1561,84,0.053811659192825115,0.0054852658552210125,1769
13,143,1561,71,0.04548366431774504,0.005484327454356182,1770
32,250,1561,111,0.07110826393337603,0.00548260705277066,1771
25,142,1561,69,0.044202434336963484,0.005481199451473414,1772
1,19,1561,71,0.04548366431774504,0.005480573850896861,1773
22,60,1561,55,0.035233824471492634,0.005479322649743754,1774
10,93,1561,90,0.057655349135169766,0.005474474245275465,1775
33,149,1561,86,0.05509288917360666,0.005474161444987188,1776
10,24,1561,63,0.04035874439461883,0.005471189842248559,1777
23,48,1561,62,0.03971812940422806,0.0054674362387892375,1778
15,106,1561,90,0.057655349135169766,0.0054355306093850095,1779
32,45,1561,104,0.06662395900064061,0.005434748608664317,1780
19,235,1561,91,0.05829596412556054,0.005433028207078795,1781
32,59,1561,57,0.03651505445227418,0.005431933406069827,1782
18,72,1561,95,0.060858424087123636,0.005431620605781551,1783
27,181,1561,88,0.05637411915438821,0.005431151405349135,1784
20,160,1561,92,0.058936579115951314,0.005428649003042922,1785
22,50,1561,71,0.04548366431774504,0.005428649003042922,1786
32,61,1561,88,0.05637411915438821,0.0054261466007367075,1787
8,183,1561,78,0.049967969250480464,0.005424113398862908,1788
14,122,1561,80,0.05124919923126201,0.005423644198430493,1789
22,21,1561,97,0.06213965406790519,0.005418013793241512,1790
32,148,1561,81,0.051889814221652786,0.005415198590647021,1791
18,83,1561,69,0.044202434336963484,0.005414885790358744,1792
27,230,1561,40,0.025624599615631006,0.005414416589926329,1793
8,80,1561,73,0.04676489429852659,0.0054095681854580396,1794
12,111,1561,95,0.060858424087123636,0.005405814581998718,1795
15,78,1561,90,0.057655349135169766,0.005402686579115952,1796
7,30,1561,76,0.04868673926969891,0.005400496977098014,1797
7,39,1561,77,0.04932735426008968,0.0053942409713324795,1798
3,77,1561,73,0.04676489429852659,0.005389236166720051,1799
11,121,1561,71,0.04548366431774504,0.005389236166720051,1800
2,64,1561,82,0.05253042921204356,0.005388610566143498,1801
2,189,1561,65,0.04163997437540039,0.005386420964125561,1802
1,175,1561,40,0.025624599615631006,0.00538548256326073,1803
39,135,1561,57,0.03651505445227418,0.005373126951873799,1804
22,141,1561,65,0.04163997437540039,0.005369686148702754,1805
7,180,1561,83,0.053171044202434334,0.0053670273462524025,1806
18,156,1561,86,0.05509288917360666,0.005365463344811018,1807
4,200,1561,78,0.049967969250480464,0.005363273742793081,1808
7,46,1561,47,0.03010890454836643,0.005362022541639974,1809
5,103,1561,61,0.039077514413837285,0.00535858173846893,1810
7,194,1561,84,0.053811659192825115,0.005354515334721333,1811
34,251,1561,70,0.04484304932735426,0.005353107733424087,1812
5,43,1561,80,0.05124919923126201,0.005349510530108905,1813
29,247,1561,73,0.04676489429852659,0.005327458109785394,1814
26,106,1561,88,0.05637411915438821,0.005324799307335042,1815
23,175,1561,56,0.03587443946188341,0.005323860906470211,1816
28,225,1561,83,0.053171044202434334,0.005319638102578475,1817
27,227,1561,68,0.04356181934657271,0.0053172921004163995,1818
24,104,1561,95,0.060858424087123636,0.005316822899983985,1819
4,232,1561,88,0.05637411915438821,0.005311974495515695,1820
4,109,1561,55,0.035233824471492634,0.0053054056894618834,1821
4,164,1561,52,0.033311979500320305,0.005301026485426009,1822
30,104,1561,63,0.04035874439461883,0.005299149683696348,1823
3,87,1561,70,0.04484304932735426,0.005292893677930814,1824
24,187,1561,84,0.053811659192825115,0.005291486076633568,1825
20,28,1561,79,0.05060858424087124,0.0052903912756246,1826
9,74,1561,69,0.044202434336963484,0.0052888272741832155,1827
12,165,1561,88,0.05637411915438821,0.005287576073030109,1828
24,214,1561,108,0.06918641896220372,0.005282571268417681,1829
36,190,1561,67,0.042921204356181936,0.0052794432655349135,1830
9,195,1561,59,0.03779628443305574,0.0052781920643818064,1831
30,225,1561,94,0.06021780909673286,0.005275376861787316,1832
31,82,1561,85,0.05445227418321589,0.005274907661354901,1833
23,197,1561,82,0.05253042921204356,0.005273812860345932,1834
3,106,1561,77,0.04932735426008968,0.005273812860345932,1835
3,11,1561,65,0.04163997437540039,0.005272874459481102,1836
39,68,1561,75,0.048046124279308135,0.005264741651985906,1837
16,11,1561,64,0.04099935938500961,0.005254419242472774,1838
39,161,1561,76,0.04868673926969891,0.005249101637572069,1839
38,52,1561,66,0.04228058936579116,0.005242532831518257,1840
24,191,1561,78,0.049967969250480464,0.005241907230941704,1841
1,88,1561,78,0.049967969250480464,0.005239092028347213,1842
32,65,1561,72,0.04612427930813581,0.005236589626040999,1843
4,82,1561,62,0.03971812940422806,0.005235964025464446,1844
30,184,1561,86,0.05509288917360666,0.0052262672165278665,1845
17,173,1561,81,0.051889814221652786,0.005223452013933376,1846
30,18,1561,114,0.07303010890454836,0.0052151628062940426,1847
5,119,1561,36,0.023062139654067906,0.0052096888012491994,1848
25,135,1561,64,0.04099935938500961,0.005198740791159513,1849
23,142,1561,54,0.03459320948110186,0.005195925588565023,1850
6,4,1561,87,0.05573350416399744,0.005195143587844331,1851
3,203,1561,57,0.03651505445227418,0.005193423186258809,1852
6,211,1561,75,0.048046124279308135,0.005190920783952595,1853
7,178,1561,69,0.044202434336963484,0.005190920783952595,1854
20,4,1561,88,0.05637411915438821,0.005184821178331198,1855
25,99,1561,70,0.04484304932735426,0.005183100776745676,1856
35,254,1561,104,0.06662395900064061,0.00517887797285394,1857
9,53,1561,81,0.051889814221652786,0.005174185968529789,1858
15,173,1561,87,0.05573350416399744,0.005171527166079436,1859
13,10,1561,66,0.04228058936579116,0.005170275964926329,1860
16,118,1561,78,0.049967969250480464,0.005169024763773222,1861
37,59,1561,80,0.05124919923126201,0.005166209561178732,1862
5,24,1561,51,0.03267136450992953,0.005161517556854581,1863
3,89,1561,60,0.03843689942344651,0.0051612047565663035,1864
37,24,1561,67,0.042921204356181936,0.005160735556133889,1865
10,16,1561,77,0.04932735426008968,0.00515964075512492,1866
20,122,1561,68,0.04356181934657271,0.005155887151665599,1867
13,91,1561,68,0.04356181934657271,0.005154635950512492,1868
24,38,1561,61,0.039077514413837285,0.005152289948350416,1869
7,225,1561,55,0.035233824471492634,0.0051505695467648945,1870
29,144,1561,95,0.060858424087123636,0.005150256746476617,1871
17,83,1561,78,0.049967969250480464,0.0051488491451793725,1872
10,12,1561,66,0.04228058936579116,0.005142123938981422,1873
29,66,1561,80,0.05124919923126201,0.005136806334080718,1874
21,9,1561,59,0.03779628443305574,0.0051352423326393335,1875
25,61,1561,88,0.05637411915438821,0.005134929532351057,1876
7,124,1561,57,0.03651505445227418,0.00513367833119795,1877
1,249,1561,55,0.035233824471492634,0.005133365530909673,1878
39,226,1561,66,0.04228058936579116,0.0051327399303331194,1879
38,140,1561,81,0.051889814221652786,0.005131175928891736,1880
21,28,1561,83,0.053171044202434334,0.0051292991271620755,1881
2,244,1561,63,0.04035874439461883,0.005127422325432415,1882
30,218,1561,92,0.058936579115951314,0.0051263275244234465,1883
22,151,1561,102,0.06534272901985906,0.005125545523702754,1884
24,83,1561,68,0.04356181934657271,0.005123981522261371,1885
12,160,1561,55,0.035233824471492634,0.005123981522261371,1886
24,206,1561,61,0.039077514413837285,0.0051233559216848175,1887
24,67,1561,66,0.04228058936579116,0.005118976717648943,1888
26,214,1561,77,0.04932735426008968,0.005117725516495836,1889
1,18,1561,62,0.03971812940422806,0.005116474315342729,1890
11,177,1561,66,0.04228058936579116,0.005112407911595131,1891
38,86,1561,74,0.04740550928891736,0.005111469510730301,1892
19,84,1561,42,0.026905829596412557,0.0051080287075592565,1893
37,175,1561,61,0.039077514413837285,0.005103649503523383,1894
22,44,1561,103,0.06598334401024984,0.0050991138993433695,1895
5,21,1561,76,0.04868673926969891,0.005095829496316464,1896
23,191,1561,72,0.04612427930813581,0.005094734695307495,1897
36,85,1561,86,0.05509288917360666,0.0050927014934336965,1898
35,100,1561,81,0.051889814221652786,0.0050914502922805895,1899
37,136,1561,67,0.042921204356181936,0.005090511891415759,1900
12,5,1561,81,0.051889814221652786,0.005090199091127482,1901
33,96,1561,68,0.04356181934657271,0.00507221307455157,1902
39,253,1561,79,0.05060858424087124,0.005068146670803972,1903
39,89,1561,73,0.04676489429852659,0.005066426269218449,1904
7,244,1561,60,0.03843689942344651,0.005065175068065342,1905
35,209,1561,77,0.04932735426008968,0.005063611066623959,1906
13,51,1561,74,0.04740550928891736,0.0050607958640294685,1907
29,123,1561,71,0.04548366431774504,0.005058606262011531,1908
4,75,1561,65,0.04163997437540039,0.005057355060858424,1909
3,223,1561,71,0.04548366431774504,0.00505672946028187,1910
24,228,1561,66,0.04228058936579116,0.00505297585682255,1911
14,110,1561,64,0.04099935938500961,0.005051411855381166,1912
25,95,1561,85,0.05445227418321589,0.005049847853939782,1913
29,213,1561,87,0.05573350416399744,0.005046563450912876,1914
10,0,1561,77,0.04932735426008968,0.005046094250480461,1915
28,86,1561,42,0.026905829596412557,0.0050442174487508006,1916
32,137,1561,85,0.05445227418321589,0.005044061048606663,1917
10,58,1561,92,0.058936579115951314,0.005041558646300449,1918
25,253,1561,65,0.04163997437540039,0.00504140224615631,1919
1,230,1561,50,0.032030749519538756,0.005039838244714927,1920
11,123,1561,75,0.048046124279308135,0.005032643838084561,1921
13,171,1561,55,0.035233824471492634,0.005032643838084561,1922
29,245,1561,93,0.05957719410634209,0.005032174637652146,1923
22,68,1561,76,0.04868673926969891,0.005029203034913517,1924
26,164,1561,51,0.03267136450992953,0.005027326233183856,1925
1,125,1561,58,0.037155669442664956,0.005018255024823831,1926
4,70,1561,63,0.04035874439461883,0.005014814221652787,1927
31,112,1561,80,0.05124919923126201,0.005013719420643818,1928
8,109,1561,69,0.044202434336963484,0.005008558215887251,1929
25,26,1561,83,0.053171044202434334,0.005007463414878283,1930
2,115,1561,45,0.028827674567584883,0.004999174207238949,1931
2,124,1561,60,0.03843689942344651,0.004998548606662396,1932
34,164,1561,64,0.04099935938500961,0.004994795003203075,1933
7,200,1561,77,0.04932735426008968,0.004994169402626521,1934
8,118,1561,65,0.04163997437540039,0.004987756996716848,1935
28,202,1561,52,0.033311979500320305,0.004984941794122358,1936
38,236,1561,63,0.04035874439461883,0.004984159793401666,1937
4,19,1561,75,0.048046124279308135,0.0049838469931133885,1938
16,17,1561,60,0.03843689942344651,0.00498275219210442,1939
1,128,1561,50,0.032030749519538756,0.004973524583600257,1940
21,172,1561,54,0.03459320948110186,0.004971647781870596,1941
34,176,1561,101,0.0647021140294683,0.004969927380285073,1942
9,3,1561,80,0.05124919923126201,0.004969301779708521,1943
39,184,1561,72,0.04612427930813581,0.004968206978699551,1944
25,156,1561,72,0.04612427930813581,0.00496163817264574,1945
13,31,1561,66,0.04228058936579116,0.004960074171204356,1946
9,35,1561,55,0.035233824471492634,0.004960074171204356,1947
9,21,1561,55,0.035233824471492634,0.004956633368033312,1948
3,46,1561,36,0.023062139654067906,0.004956633368033312,1949
7,57,1561,64,0.04099935938500961,0.0049519413637091605,1950
7,5,1561,69,0.044202434336963484,0.004951315763132607,1951
32,180,1561,80,0.05124919923126201,0.004950533762411916,1952
7,125,1561,57,0.03651505445227418,0.00494818776024984,1953
21,7,1561,74,0.04740550928891736,0.004946936559096733,1954
36,122,1561,84,0.053811659192825115,0.0049430265554932734,1955
22,119,1561,68,0.04356181934657271,0.004940211352898783,1956
28,171,1561,91,0.05829596412556054,0.004937396150304292,1957
33,253,1561,72,0.04612427930813581,0.004935362948430493,1958
2,16,1561,71,0.04548366431774504,0.004932234945547726,1959
9,174,1561,53,0.033952594490711085,0.004931296544682896,1960
16,137,1561,36,0.023062139654067906,0.004929732543241512,1961
26,94,1561,78,0.049967969250480464,0.004922850936899424,1962
25,86,1561,60,0.03843689942344651,0.004922538136611147,1963
17,115,1561,94,0.06021780909673286,0.004919097333440103,1964
