layer,expert,selection_supervised_positions,selection_supervised_selected_hits,selection_supervised_selected_rate,selection_supervised_routing_mass,routing_rank
22,52,1561,169,0.108263933376041,0.015763726927850736,441
38,27,1561,154,0.09865470852017937,0.015744489710121715,442
13,219,1561,198,0.1268417680973735,0.015729162495996155,443
10,139,1561,194,0.12427930813581038,0.015712896881005765,444
18,111,1561,197,0.1262011531069827,0.01568756005765535,445
10,60,1561,208,0.13324791800128122,0.015599506776505446,446
17,131,1561,126,0.08071748878923767,0.015585117963244716,447
6,57,1561,264,0.16912235746316465,0.015561970741912236,448
4,99,1561,192,0.12299807815502883,0.0155577479380205,449
5,246,1561,160,0.10249839846252402,0.015536164718129405,450
21,158,1561,194,0.12427930813581038,0.015513643097373478,451
28,149,1561,115,0.07367072389493914,0.015506605090887252,452
37,115,1561,198,0.1268417680973735,0.015505510289878283,453
38,196,1561,228,0.14606021780909673,0.015491590677049968,454
19,76,1561,194,0.12427930813581038,0.015301877302210122,455
24,10,1561,128,0.08199871877001921,0.015280294082319026,456
23,205,1561,157,0.1005765534913517,0.01526934607222934,457
12,105,1561,174,0.11146700832799487,0.015206160413997437,458
20,42,1561,178,0.11402946828955797,0.015168937179692504,459
6,139,1561,263,0.16848174247277387,0.015160647972053172,460
1,8,1561,124,0.07943625880845612,0.015104813120595771,461
26,96,1561,256,0.16399743754003843,0.015028020649823831,462
27,33,1561,208,0.13324791800128122,0.015022077444346573,463
15,84,1561,244,0.15631005765534914,0.015001901825752723,464
39,69,1561,182,0.11659192825112108,0.014971247397501601,465
21,36,1561,134,0.08584240871236387,0.014969057795483664,466
10,6,1561,210,0.13452914798206278,0.01496561699231262,467
4,49,1561,185,0.1185137732222934,0.014892421724855862,468
1,150,1561,191,0.12235746316463805,0.014857700892857142,469
21,60,1561,211,0.13516976297245356,0.01482814126561499,470
8,189,1561,209,0.133888532991672,0.014771680813581038,471
11,26,1561,202,0.1294042280589366,0.014763235205797566,472
13,67,1561,178,0.11402946828955797,0.014755727998878924,473
13,156,1561,197,0.1262011531069827,0.014711623158231903,474
